"customer_key","year_birth","education","marital_status","income","household_size","month","customer_count"
"100795","1959","Undergraduate","Divorced","78353","2","4","167"
"101848","1967","Graduate","Together","27943","4","4","167"
"100149","1953","Master","Married","59354","4","4","167"
"101498","1978","Undergraduate","Married","12393","2","4","167"
"100453","1955","PhD","Together","75261","2","4","167"
"100459","1981","PhD","Together","56937","3","4","167"
"101863","1975","Graduate","Together","55914","3","4","167"
"101487","1975","PhD","Married","36663","3","4","167"
"101476","1966","Master","Together","45903","3","4","167"
"100141","1962","Graduate","Married","86111","2","4","167"
"101471","1947","PhD","Together","81574","2","4","167"
"101866","1977","Graduate","Married","75330","4","4","167"
"101465","1954","Graduate","Together","75315","3","4","167"
"100481","1962","Master","Divorced","59432","2","4","167"
"100483","1971","PhD","Together","78642","3","4","167"
"101040","1977","Graduate","Married","54233","3","4","167"
"101024","1956","Graduate","Divorced","22304","1","4","167"
"100806","1972","Master","Single","49494","2","4","167"
"100500","1975","Master","Single","81169","1","4","167"
"101992","1964","Graduate","Married","42523","2","4","167"
"101437","1988","Undergraduate","Married","23331","3","4","167"
"100510","1986","Graduate","Married","32880","3","4","167"
"100861","1991","High School","Single","26868","2","4","167"
"100518","1962","Graduate","Married","65316","4","4","167"
"101990","1974","Graduate","Married","26067","3","4","167"
"101428","1973","Graduate","Single","3502","2","4","167"
"101420","1977","Undergraduate","Together","20981","2","4","167"
"101419","1986","Graduate","Married","79529","2","4","167"
"100529","1976","Graduate","Together","54058","3","4","167"
"100125","1984","Graduate","Single","79607","1","4","167"
"100122","1976","Graduate","Divorced","30992","2","4","167"
"100121","1985","Master","Married","19510","4","4","167"
"100538","1963","Graduate","Married","22419","2","4","167"
"100040","1980","Graduate","Married","80011","3","4","167"
"101910","1980","Graduate","Single","30828","2","4","167"
"100101","1979","Graduate","Together","85693","3","4","167"
"101384","1966","Graduate","Single","34704","2","4","167"
"100567","1951","Master","Married","27450","2","4","167"
"100569","1971","Undergraduate","Together","26850","4","4","167"
"101078","1977","Graduate","Together","46931","5","4","167"
"101354","1964","Graduate","Married","42523","2","4","167"
"101352","1979","Undergraduate","Married","31086","4","4","167"
"101347","1972","Graduate","Single","31907","1","4","167"
"100582","1978","Undergraduate","Married","26224","3","4","167"
"101344","1970","Graduate","Married","28164","3","4","167"
"100057","1988","Graduate","Single","27938","2","4","167"
"101933","1969","Master","Together","66476","3","4","167"
"101326","1953","Graduate","Married","37716","3","4","167"
"100889","1948","PhD","Married","34469","4","4","167"
"100825","1973","Master","Married","38576","3","4","167"
"100827","1966","Graduate","Together","37758","4","4","167"
"100887","1993","Graduate","Single","72354","1","4","167"
"100615","1973","Graduate","Single","83917","1","4","167"
"101300","1975","Graduate","Single","57338","2","4","167"
"100617","1952","Graduate","Single","84574","1","4","167"
"101296","1958","Master","Single","75154","2","4","167"
"101290","1971","Master","Single","33316","3","4","167"
"101288","1946","PhD","Single","62159","1","4","167"
"101287","1978","Graduate","Married","38136","3","4","167"
"100633","1950","PhD","Together","50616","3","4","167"
"100886","1955","PhD","Together","46015","4","4","167"
"100636","1953","Graduate","Together","61278","3","4","167"
"101272","1983","Master","Married","35876","2","4","167"
"101261","1982","Graduate","Married","24711","2","4","167"
"100832","1989","Undergraduate","Together","38683","3","4","167"
"101255","1960","Master","Married","81843","2","4","167"
"100078","1976","Undergraduate","Together","26326","2","4","167"
"100074","1952","Graduate","Married","28332","2","4","167"
"101251","1962","PhD","Single","27238","3","4","167"
"101034","1978","PhD","Married","41014","3","4","167"
"101237","1971","Master","Together","157733","3","4","167"
"100664","1982","PhD","Married","160803","2","4","167"
"100667","1960","PhD","Divorced","50611","2","4","167"
"100680","1988","Master","Single","90247","1","4","167"
"101025","1978","Graduate","Married","67023","2","4","167"
"100060","1982","Master","Single","75777","1","4","167"
"101185","1978","PhD","Together","27683","3","4","167"
"101184","1947","Master","Together","66000","2","4","167"
"100842","1981","Undergraduate","Single","42395","3","4","167"
"100932","1974","PhD","Married","34596","3","4","167"
"100703","1991","Graduate","Together","89891","2","4","167"
"101179","1972","Graduate","Together","84906","2","4","167"
"101178","1956","Master","Together","55249","3","4","167"
"100708","1949","Graduate","Married","72025","2","4","167"
"100972","1971","Master","Married","38196","4","4","167"
"101167","1959","PhD","Married","75032","3","4","167"
"100973","1951","Master","Married","59412","2","4","167"
"100923","1957","PhD","Divorced","54237","2","4","167"
"100875","1974","Graduate","Together","47889","3","4","167"
"101154","1955","Graduate","Together","65748","3","4","167"
"100733","1967","Graduate","Single","79146","3","4","167"
"100980","1953","PhD","Together","64504","5","4","167"
"100737","1955","Graduate","Married","48726","3","4","167"
"100744","1965","Graduate","Single","42720","3","4","167"
"100745","1972","Graduate","Married","33622","4","4","167"
"101141","1969","Master","Married","43641","4","4","167"
"101973","1980","Graduate","Together","62994","3","4","167"
"101051","1982","Master","Together","27590","3","4","167"
"100987","1964","Undergraduate","Together","68316","3","4","167"
"101139","1960","Graduate","Divorced","58401","2","4","167"
"100870","1973","Graduate","Together","57100","2","4","167"
"100753","1976","Graduate","Together","36283","4","4","167"
"101782","1984","Graduate","Married","72570","2","4","167"
"101046","1974","PhD","Single","39190","2","4","167"
"100230","1951","Graduate","Single","15033","1","4","167"
"100233","1982","Master","Together","23661","3","4","167"
"100234","1958","PhD","Single","79761","2","4","167"
"100219","1970","PhD","Together","77622","4","4","167"
"100000","1957","Graduate","Single","58138","1","4","167"
"101754","1960","Undergraduate","Together","92556","2","4","167"
"101746","1983","Graduate","Single","22148","1","4","167"
"100254","1964","Graduate","Single","18701","3","4","167"
"101796","1990","Graduate","Single","96843","1","4","167"
"100265","1970","Graduate","Together","22070","3","4","167"
"100268","1975","PhD","Together","61905","3","4","167"
"102005","1974","Graduate","Single","43322","1","4","167"
"101730","1968","PhD","Divorced","50616","2","4","167"
"100211","1985","Graduate","Married","70951","2","4","167"
"100273","1981","Master","Together","77882","2","4","167"
"101729","1969","PhD","Married","30396","3","4","167"
"100278","1975","Master","Married","44319","4","4","167"
"101722","1952","Graduate","Divorced","49638","2","4","167"
"100284","1984","Undergraduate","Together","32414","2","4","167"
"101720","1972","Graduate","Single","44503","3","4","167"
"101707","1976","Master","Together","21024","2","4","167"
"100294","1958","Graduate","Divorced","35246","3","4","167"
"100297","1988","Graduate","Single","39747","2","4","167"
"100907","1953","Graduate","Together","94384","2","4","167"
"101692","1968","Master","Divorced","27071","2","4","167"
"100303","1992","Master","Together","42670","2","4","167"
"101676","1978","Undergraduate","Together","52513","2","4","167"
"101662","1956","Graduate","Married","90369","2","4","167"
"100324","1983","Graduate","Single","24072","2","4","167"
"101661","1964","Graduate","Single","18701","3","4","167"
"101658","1951","Master","Together","59385","4","4","167"
"101654","1977","Master","Single","36273","2","4","167"
"101125","1981","Graduate","Divorced","28510","3","4","167"
"101822","1956","Graduate","Married","58116","3","4","167"
"101626","1972","Graduate","Married","77981","3","5","176"
"101430","1948","PhD","Widow","82032","1","5","176"
"101435","1958","Undergraduate","Together","53083","4","5","176"
"101543","1976","Graduate","Divorced","64892","2","5","176"
"100964","1954","PhD","Married","36930","3","5","176"
"100775","1944","PhD","Single","82716","1","5","176"
"100160","1945","PhD","Married","70356","2","5","176"
"101613","1945","PhD","Single","45576","1","5","176"
"101177","1971","Graduate","Married","64722","3","5","176"
"101019","1973","PhD","Divorced","35860","3","5","176"
"101549","1951","Graduate","Together","86610","2","5","176"
"101438","1988","Undergraduate","Single","23331","2","5","176"
"101889","1981","PhD","Single","51381","2","5","176"
"101888","1969","Master","Together","51381","4","5","176"
"101887","1950","Graduate","Married","59462","3","5","176"
"101446","1953","PhD","Single","51411","4","5","176"
"101007","1966","PhD","Together","28764","4","5","176"
"100495","1981","PhD","Together","39665","3","5","176"
"100966","1953","Master","Married","65569","3","5","176"
"101801","1966","Graduate","Divorced","48877","2","5","176"
"101993","1978","High School","Single","26487","2","5","176"
"100137","1973","PhD","Alone","35860","3","5","176"
"100204","1963","Master","Divorced","48721","3","5","176"
"100161","1984","Graduate","Married","23228","3","5","176"
"100975","1969","Graduate","Together","54165","2","5","176"
"100398","1971","PhD","Divorced","65808","3","5","176"
"100484","1949","PhD","Together","67911","3","5","176"
"100026","1976","Graduate","Married","53359","4","5","176"
"100482","1978","Graduate","Divorced","55563","2","5","176"
"101571","1952","Graduate","Divorced","62335","2","5","176"
"101152","1965","Graduate","Together","36317","3","5","176"
"100847","1956","Master","Single","86424","1","5","176"
"100802","1967","PhD","Together","56575","4","5","176"
"101865","1950","Graduate","Together","60905","3","5","176"
"101093","1945","Graduate","Widow","63285","1","5","176"
"101618","1969","Graduate","Divorced","69901","2","5","176"
"101006","1966","Graduate","Married","44529","3","5","176"
"101701","1975","Graduate","Together","22280","3","5","176"
"100736","1952","Graduate","Single","75127","1","5","176"
"101810","1969","Graduate","Married","4428","3","5","176"
"101143","1972","PhD","Married","78075","2","5","176"
"100739","1987","Graduate","Together","67430","2","5","176"
"101483","1967","PhD","Single","52569","2","5","176"
"100741","1956","Master","Married","62058","3","5","176"
"100464","1977","Master","Married","55842","3","5","176"
"101000","1962","Graduate","Together","76081","2","5","176"
"100183","1983","Graduate","Married","25271","3","5","176"
"100176","1970","PhD","Married","38853","4","5","176"
"101575","1951","Master","Widow","73705","3","5","176"
"100358","1960","Graduate","Married","79530","2","5","176"
"100301","1947","Graduate","Single","77457","1","5","176"
"100028","1989","Graduate","Married","38360","3","5","176"
"101609","1959","Graduate","Married","54984","3","5","176"
"100193","1980","Master","Married","69661","2","5","176"
"100752","1974","PhD","Single","71466","1","5","176"
"101589","1992","High School","Single","18746","2","5","176"
"100461","1988","Graduate","Single","20518","2","5","176"
"100378","1960","Graduate","Together","63381","3","5","176"
"101104","1963","PhD","Single","23091","3","5","176"
"100220","1980","PhD","Married","30732","3","5","176"
"101590","1956","Graduate","Single","60230","2","5","176"
"101106","1974","Graduate","Together","56715","2","5","176"
"100228","1962","Undergraduate","Divorced","81975","2","5","176"
"100229","1971","Graduate","Together","38590","3","5","176"
"100376","1971","Graduate","Single","10245","2","5","176"
"101854","1952","Master","Married","77027","3","5","176"
"101765","1977","Master","Married","22701","3","5","176"
"101128","1957","Graduate","Married","43140","3","5","176"
"101592","1974","Graduate","Together","44392","4","5","176"
"101681","1975","Master","Together","22669","3","5","176"
"101680","1958","Master","Married","80739","2","5","176"
"101758","1981","PhD","Single","36038","2","5","176"
"100906","1983","Graduate","Divorced","82025","1","5","176"
"101501","1984","Graduate","Married","55434","3","5","176"
"101751","1986","Graduate","Together","33235","3","5","176"
"100241","1964","PhD","Married","31686","4","5","176"
"100242","1972","Graduate","Married","80134","3","5","176"
"100446","1952","Graduate","Married","50300","3","5","176"
"101503","1987","Graduate","Single","57100","2","5","176"
"100190","1988","Graduate","Married","38872","3","5","176"
"101852","1982","Master","Married","43815","3","5","176"
"101744","1945","PhD","Single","113734","1","5","176"
"100248","1974","Graduate","Divorced","102692","1","5","176"
"101107","1961","Graduate","Married","79410","2","5","176"
"101741","1974","Graduate","Single","69719","1","5","176"
"100792","1980","PhD","Single","76412","1","5","176"
"100899","1971","PhD","Together","32892","3","5","176"
"101529","1967","Graduate","Divorced","57136","1","5","176"
"101308","1955","Master","Divorced","46390","2","5","176"
"100189","1989","PhD","Together","66973","2","5","176"
"100086","1957","Graduate","Single","50388","2","5","176"
"100828","1989","Undergraduate","Married","85710","2","5","176"
"101537","1954","Master","Together","36634","3","5","176"
"102018","1981","Graduate","Together","88325","2","5","176"
"100257","1968","PhD","Divorced","69674","3","5","176"
"100030","1989","Master","Divorced","10979","1","5","176"
"101299","1958","Graduate","Married","67267","3","5","176"
"101113","1972","Graduate","Married","62710","3","5","176"
"100043","1959","PhD","Single","51381","1","5","176"
"100621","1948","PhD","Together","76140","2","5","176"
"101293","1974","Graduate","Divorced","53034","3","5","176"
"101114","1968","Undergraduate","Married","48985","3","5","176"
"101842","1958","Graduate","Divorced","71964","1","5","176"
"101116","1948","Graduate","Married","77142","2","5","176"
"101320","1972","PhD","Married","29791","3","5","176"
"101322","1974","Graduate","Divorced","39996","3","5","176"
"100628","1977","Master","Married","78710","3","5","176"
"102031","1972","Graduate","Married","24434","4","5","176"
"100065","1971","Graduate","Married","25721","3","5","176"
"100822","1966","PhD","Together","30843","4","5","176"
"100890","1986","Graduate","Together","83033","3","5","176"
"101732","1985","PhD","Single","30298","1","5","176"
"100090","1957","Graduate","Single","51381","3","5","176"
"102009","1990","High School","Single","16185","2","5","176"
"101828","1980","Undergraduate","Married","96547","2","5","176"
"101275","1962","Graduate","Together","50127","3","5","176"
"101731","1969","Master","Single","62772","2","5","176"
"101542","1968","Graduate","Together","34916","4","5","176"
"101814","1984","Master","Single","31385","2","5","176"
"101073","1973","Master","Divorced","52034","3","5","176"
"100093","1970","PhD","Married","23626","3","5","176"
"100094","1983","Graduate","Married","30096","3","5","176"
"100644","1974","PhD","Together","45068","3","5","176"
"100319","1957","Graduate","Married","62187","2","5","176"
"100416","1989","Graduate","Married","75433","3","5","176"
"100766","1961","Graduate","Single","46524","2","5","176"
"101663","1974","PhD","Single","63159","1","5","176"
"100073","1975","PhD","Married","60631","4","5","176"
"100572","1955","Graduate","Together","53863","3","5","176"
"101243","1965","PhD","Married","81051","2","5","176"
"100652","1974","Graduate","Married","26751","4","5","176"
"101930","1953","Graduate","Together","34587","4","5","176"
"100996","1953","Graduate","Married","47703","3","5","176"
"100047","1968","Graduate","Together","41728","3","5","176"
"101011","1985","Graduate","Single","70596","1","5","176"
"101061","1965","Graduate","Married","66480","4","5","176"
"101010","1983","Master","Married","27100","3","5","176"
"101045","1973","PhD","Married","85844","2","5","176"
"100885","1954","PhD","Single","74637","1","5","176"
"101086","1974","Undergraduate","Together","49669","3","5","176"
"100102","1945","PhD","Married","65846","2","5","176"
"101228","1956","Graduate","Married","15759","2","5","176"
"100411","1982","Master","Together","18492","3","5","176"
"100665","1989","PhD","Together","77845","2","5","176"
"101918","1956","Graduate","Single","54252","3","5","176"
"100901","1970","PhD","Married","67536","3","5","176"
"101222","1951","High School","Married","26997","2","5","176"
"101087","1968","PhD","Married","36778","4","5","176"
"101916","1950","PhD","Married","48699","4","5","176"
"100671","1949","Master","Widow","47570","3","5","176"
"100553","1979","Graduate","Single","47691","2","5","176"
"100551","1962","Graduate","Single","66565","2","5","176"
"100549","1963","PhD","Divorced","48799","2","5","176"
"101981","1965","Graduate","Single","69263","2","5","176"
"100544","1959","Graduate","Together","87771","3","5","176"
"101201","1982","Master","Together","73450","2","5","176"
"101200","1983","PhD","Divorced","90687","1","5","176"
"100542","1982","Graduate","Married","79908","2","5","176"
"100209","1968","PhD","Married","44377","4","5","176"
"101900","1977","Master","Married","27889","3","5","176"
"101411","1973","Master","Married","54108","4","5","176"
"101124","1981","Graduate","Married","54386","3","5","176"
"101190","1975","Graduate","Married","65106","3","5","176"
"101896","1949","Graduate","Together","54591","3","5","176"
"101188","1968","Graduate","Together","40521","4","5","176"
"100760","1978","Master","Married","43783","3","5","176"
"100688","1953","Graduate","Together","58398","2","5","176"
"101426","1971","Graduate","Together","69930","2","5","176"
"101186","1971","Graduate","Divorced","1730","1","5","176"
"100409","1971","Master","Married","49505","4","5","176"
"100784","1975","Graduate","Single","73170","1","5","176"
"101894","1984","Graduate","Married","31761","3","5","176"
"100810","1950","Graduate","Together","34026","4","5","176"
"101183","1962","Graduate","Single","76624","2","5","176"
"101054","1979","Undergraduate","Married","54210","3","5","176"
"100697","1984","PhD","Married","18988","3","5","176"
"101784","1951","Graduate","Widow","70792","1","6","153"
"100008","1974","PhD","Together","30351","3","6","153"
"100021","1979","Graduate","Married","2447","3","6","153"
"100045","1976","Graduate","Single","79941","1","6","153"
"100058","1982","Graduate","Single","51381","2","6","153"
"100064","1948","Graduate","Together","70666","2","6","153"
"100081","1969","Graduate","Married","26304","3","6","153"
"100098","1983","PhD","Married","50150","2","6","153"
"100111","1963","Master","Together","57288","3","6","153"
"100119","1953","Master","Together","56129","3","6","153"
"100148","1966","Master","Married","49605","2","6","153"
"100177","1959","Graduate","Together","38285","5","6","153"
"100182","1961","High School","Married","28249","2","6","153"
"100197","1952","Graduate","Divorced","69142","2","6","153"
"100258","1970","Master","Married","44159","3","6","153"
"100262","1963","Graduate","Married","80124","2","6","153"
"100264","1970","Graduate","Married","72940","2","6","153"
"100269","1960","Graduate","Married","29315","4","6","153"
"100270","1963","Graduate","Divorced","33378","3","6","153"
"100283","1949","Master","Divorced","35416","1","6","153"
"100307","1976","Master","Single","70893","1","6","153"
"100328","1983","Graduate","Together","22010","3","6","153"
"100330","1968","Graduate","Divorced","75693","1","6","153"
"100336","1950","PhD","Together","59292","3","6","153"
"100339","1965","Graduate","Married","44300","4","6","153"
"100340","1970","Graduate","Divorced","84835","1","6","153"
"100366","1972","PhD","Single","38578","3","6","153"
"100371","1969","Graduate","Single","30822","2","6","153"
"100386","1991","PhD","Together","68682","2","6","153"
"100410","1973","PhD","Married","37401","3","6","153"
"100424","1956","Master","Together","50943","3","6","153"
"100431","1946","Graduate","Married","18100","2","6","153"
"100455","1951","Graduate","Married","53790","4","6","153"
"100473","1974","Graduate","Married","60093","3","6","153"
"100486","1950","Graduate","Together","27203","4","6","153"
"100493","1992","Graduate","Married","34935","2","6","153"
"100502","1990","Graduate","Single","26095","2","6","153"
"100517","1977","Master","Together","57954","4","6","153"
"100519","1982","Graduate","Single","28567","2","6","153"
"100526","1969","Graduate","Widow","43638","2","6","153"
"100539","1949","Master","Married","81698","2","6","153"
"100546","1980","Graduate","Single","81741","1","6","153"
"100547","1971","Master","Together","71499","3","6","153"
"100598","1965","Master","Single","35791","4","6","153"
"100610","1977","PhD","Divorced","34487","3","6","153"
"100613","1958","PhD","Together","65488","2","6","153"
"100620","1971","Graduate","Married","73691","3","6","153"
"100655","1985","Undergraduate","Married","36145","3","6","153"
"100682","1970","PhD","Divorced","35682","2","6","153"
"100714","1956","Master","Together","34941","4","6","153"
"100731","1959","PhD","Married","38829","3","6","153"
"100747","1953","Graduate","Together","41452","4","6","153"
"100756","1972","Graduate","Together","31590","3","6","153"
"100768","1954","PhD","Married","70421","3","6","153"
"100776","1958","Graduate","Married","48192","2","6","153"
"100781","1972","Graduate","Single","72504","2","6","153"
"100794","1961","Graduate","Single","57091","1","6","153"
"100820","1974","Graduate","Single","49166","2","6","153"
"100821","1957","Undergraduate","Married","82347","2","6","153"
"100837","1978","Graduate","Together","53172","3","6","153"
"100840","1959","Graduate","Single","62450","2","6","153"
"100843","1978","Master","Together","61346","3","6","153"
"100845","1971","Master","Divorced","42835","3","6","153"
"100852","1981","Undergraduate","Married","51111","4","6","153"
"100867","1958","Graduate","Married","81320","2","6","153"
"100877","1966","PhD","Single","78420","1","6","153"
"100912","1977","Graduate","Together","39771","3","6","153"
"100928","1980","Graduate","Married","50183","4","6","153"
"100944","1965","Graduate","Divorced","4861","1","6","153"
"100951","1956","PhD","Widow","35340","3","6","153"
"100956","1954","Graduate","Divorced","64587","3","6","153"
"100978","1973","Graduate","Married","34961","3","6","153"
"100981","1966","Master","Together","33564","3","6","153"
"100988","1971","Graduate","Together","74538","2","6","153"
"100990","1969","Graduate","Together","68695","2","6","153"
"101059","1952","PhD","Married","50870","3","6","153"
"101071","1968","Graduate","Single","70566","2","6","153"
"101099","1943","PhD","Widow","57513","1","6","153"
"101135","1962","PhD","Together","31497","3","6","153"
"101158","1975","Graduate","Single","42160","3","6","153"
"101173","1986","PhD","Together","38197","3","6","153"
"101202","1960","Graduate","Married","31454","4","6","153"
"101203","1952","Graduate","Single","47139","3","6","153"
"101207","1958","Undergraduate","Single","85485","1","6","153"
"101234","1966","Graduate","Together","57811","3","6","153"
"101241","1966","Graduate","Together","60894","3","6","153"
"101249","1955","Undergraduate","Together","74805","3","6","153"
"101256","1958","Master","Together","46692","3","6","153"
"101306","1971","Master","Together","57420","3","6","153"
"101312","1973","Graduate","Married","20895","3","6","153"
"101332","1953","PhD","Divorced","36957","3","6","153"
"101376","1978","Graduate","Together","16531","3","6","153"
"101378","1963","Master","Divorced","49476","2","6","153"
"101395","1970","Master","Together","79419","2","6","153"
"101399","1971","PhD","Married","60585","4","6","153"
"101436","1975","PhD","Married","69283","3","6","153"
"101457","1976","Graduate","Divorced","31859","2","6","153"
"101461","1954","Graduate","Divorced","79865","2","6","153"
"101462","1985","Graduate","Married","44322","3","6","153"
"101478","1965","Graduate","Married","61482","2","6","153"
"101488","1965","Master","Married","53843","3","6","153"
"101516","1978","Graduate","Together","22775","3","6","153"
"101518","1954","Graduate","Divorced","50002","2","6","153"
"101520","1969","Graduate","Married","44078","4","6","153"
"101521","1976","Master","Together","30560","3","6","153"
"101528","1981","Graduate","Single","58684","1","6","153"
"101540","1981","Graduate","Single","72066","1","6","153"
"101545","1985","Undergraduate","Single","41473","2","6","153"
"101554","1979","High School","Single","15862","2","6","153"
"101567","1987","Master","Divorced","61787","1","6","153"
"101585","1986","Graduate","Married","83512","2","6","153"
"101606","1958","Undergraduate","Single","75342","2","6","153"
"101623","1968","Graduate","Married","41120","4","6","153"
"101633","1980","PhD","Single","36802","2","6","153"
"101639","1973","PhD","Together","39435","3","6","153"
"101652","1960","Master","Married","28520","4","6","153"
"101655","1964","Graduate","Together","63404","4","6","153"
"101656","1976","Graduate","Together","78416","3","6","153"
"101665","1969","Master","Married","79734","2","6","153"
"101672","1961","PhD","Together","32583","4","6","153"
"101696","1963","PhD","Married","4023","4","6","153"
"101714","1968","Master","Together","32889","4","6","153"
"101750","1971","PhD","Married","60491","3","6","153"
"101760","1977","Undergraduate","Single","31878","2","6","153"
"101766","1970","Graduate","Married","70617","2","6","153"
"101768","1965","Master","Married","62694","4","6","153"
"101774","1975","Undergraduate","Together","34984","4","6","153"
"101779","1984","PhD","Married","73356","2","6","153"
"101786","1974","Master","Married","83891","3","6","153"
"101799","1978","Graduate","Married","44359","4","6","153"
"101800","1952","Graduate","Single","40887","3","6","153"
"101819","1978","Graduate","Married","57113","4","6","153"
"101820","1991","Graduate","Married","51373","2","6","153"
"101835","1970","Graduate","Married","22979","3","6","153"
"101844","1977","Graduate","Together","96876","2","6","153"
"101882","1959","Graduate","Widow","76320","2","6","153"
"101884","1953","Graduate","Together","48794","4","6","153"
"101886","1973","Graduate","Divorced","71128","2","6","153"
"101891","1951","Graduate","Widow","67046","2","6","153"
"101892","1948","Graduate","Married","42192","2","6","153"
"101903","1954","Master","Together","51381","3","6","153"
"101911","1971","Master","Married","34109","3","6","153"
"101942","1957","Graduate","Together","50116","4","6","153"
"101950","1965","Graduate","Married","58692","3","6","153"
"101953","1966","Master","Divorced","29435","3","6","153"
"101962","1973","PhD","Together","63516","4","6","153"
"101977","1974","PhD","Single","31560","2","6","153"
"101982","1970","Undergraduate","Divorced","65706","1","6","153"
"101996","1972","Master","Married","76234","3","6","153"
"102007","1954","Graduate","Married","50501","4","6","153"
"102008","1975","Graduate","Married","37085","4","6","153"
"102026","1963","Master","Married","33562","5","6","153"
"102036","1967","Graduate","Married","61223","3","6","153"
"101192","1952","Graduate","Married","67433","4","7","130"
"100979","1974","PhD","Together","28440","3","7","130"
"100442","1976","Graduate","Married","65991","3","7","130"
"101165","1981","Graduate","Married","40211","4","7","130"
"101989","1971","Graduate","Married","52914","3","7","130"
"101991","1972","PhD","Married","44325","3","7","130"
"100433","1959","Graduate","Divorced","23295","1","7","130"
"100428","1986","Undergraduate","Married","7500","3","7","130"
"101530","1950","PhD","Widow","56551","3","7","130"
"101533","1963","Graduate","Widow","34213","3","7","130"
"100426","1949","Master","Widow","51529","2","7","130"
"101535","1947","PhD","Widow","25358","2","7","130"
"101539","1972","Undergraduate","Together","50334","3","7","130"
"100878","1992","Graduate","Together","75114","2","7","130"
"100922","1973","Graduate","Married","59041","4","7","130"
"101548","1985","PhD","Single","37929","1","7","130"
"101105","1976","Graduate","Married","46049","4","7","130"
"100796","1954","Graduate","Married","93404","5","7","130"
"100851","1975","Graduate","Divorced","36627","3","7","130"
"100705","1953","PhD","Together","53593","4","7","130"
"101564","1968","Graduate","Together","56534","3","7","130"
"101566","1951","Graduate","Single","49090","2","7","130"
"100880","1972","Master","Married","35641","3","7","130"
"100136","1959","PhD","Married","33762","5","7","130"
"100138","1965","PhD","Divorced","36921","3","7","130"
"100902","1971","Graduate","Single","55239","2","7","130"
"101601","1965","High School","Single","23529","2","7","130"
"100690","1975","PhD","Married","76618","2","7","130"
"100689","1982","Graduate","Together","50272","3","7","130"
"100869","1967","Graduate","Together","66825","2","7","130"
"102021","1976","Graduate","Married","5305","3","7","130"
"100974","1965","Undergraduate","Married","70924","2","7","130"
"100925","1962","PhD","Single","52597","2","7","130"
"101195","1970","PhD","Married","55158","4","7","130"
"100970","1978","Graduate","Single","30168","2","7","130"
"101858","1949","Master","Together","49912","3","7","130"
"101631","1986","Undergraduate","Married","21955","3","7","130"
"100290","1988","Undergraduate","Divorced","35388","2","7","130"
"100334","1986","Graduate","Divorced","41411","1","7","130"
"101208","1944","Graduate","Married","55956","2","7","130"
"101651","1952","Graduate","Together","34074","4","7","130"
"100905","1962","PhD","Together","56067","3","7","130"
"100150","1969","Graduate","Married","65747","3","7","130"
"101660","1966","PhD","Single","7144","3","7","130"
"100321","1984","Graduate","Married","27255","3","7","130"
"100672","1961","Master","Married","61923","4","7","130"
"100764","1950","Graduate","Single","16813","1","7","130"
"100317","1961","PhD","Divorced","64325","2","7","130"
"101668","1983","PhD","Together","21840","3","7","130"
"101670","1951","Graduate","Single","72282","1","7","130"
"101673","1962","Graduate","Together","62568","3","7","130"
"100763","1957","PhD","Married","82017","2","7","130"
"100312","1951","Graduate","Married","30833","4","7","130"
"100310","1972","Graduate","Married","40321","4","7","130"
"101221","1951","Master","Together","39767","2","7","130"
"100662","1976","PhD","Divorced","66476","2","7","130"
"101230","1977","PhD","Single","42997","3","7","130"
"100053","1977","Graduate","Divorced","82582","1","7","130"
"100659","1982","Undergraduate","Together","41039","2","7","130"
"100238","1971","Graduate","Single","22804","2","7","130"
"101710","1966","PhD","Married","69063","3","7","130"
"101245","1972","Graduate","Together","59868","3","7","130"
"101017","1958","Graduate","Together","65196","4","7","130"
"100648","1964","PhD","Married","59304","3","7","130"
"100647","1971","Undergraduate","Married","54690","4","7","130"
"101257","1968","Graduate","Together","77382","3","7","130"
"100641","1980","High School","Married","25965","2","7","130"
"100945","1979","Master","Divorced","33462","2","7","130"
"100639","1963","Graduate","Together","56253","3","7","130"
"101265","1979","Graduate","Married","27244","3","7","130"
"101268","1948","Graduate","Single","90842","1","7","130"
"100635","1975","Graduate","Divorced","153924","1","7","130"
"101713","1973","Graduate","Widow","60208","3","7","130"
"100623","1964","Graduate","Single","45906","2","7","130"
"101294","1950","Undergraduate","Together","52203","2","7","130"
"101295","1977","Undergraduate","Divorced","59601","2","7","130"
"101297","1976","Graduate","Single","47025","2","7","130"
"100085","1970","Master","Married","36138","4","7","130"
"100603","1971","Graduate","Single","31632","1","7","130"
"101771","1982","Master","Married","21059","3","7","130"
"100597","1974","Graduate","Married","45837","4","7","130"
"100863","1956","Graduate","Together","64090","3","7","130"
"101321","1956","Master","Married","63915","4","7","130"
"100594","1944","Master","Widow","45006","1","7","130"
"101323","1972","Graduate","Divorced","26759","2","7","130"
"101329","1967","PhD","Married","36947","4","7","130"
"101932","1954","Master","Married","45736","3","7","130"
"100592","1965","Graduate","Married","81168","2","7","130"
"100099","1960","Undergraduate","Single","47823","2","7","130"
"101048","1979","Graduate","Single","61825","2","7","130"
"101837","1977","Graduate","Married","30368","3","7","130"
"101029","1958","Graduate","Together","46610","2","7","130"
"101355","1952","Graduate","Together","33402","4","7","130"
"101781","1977","Graduate","Single","23763","2","7","130"
"102015","1963","High School","Together","14918","3","7","130"
"100108","1960","Master","Married","89058","2","7","130"
