"customer_key","year_birth","age_in_2014","generation","education","marital_status","living_situation","income","kidhome","teenhome","dt_customer","is_parent","household_size"
"101209","1963","51","Baby Boomer","Master","Single","Alone","64191","0","1","2013-01-22 00:00:00","true","2"
"101210","1972","42","Gen X","Graduate","Single","Alone","38808","1","0","2012-08-26 00:00:00","true","2"
"101230","1977","37","Gen X","PhD","Single","Alone","42997","1","1","2013-07-12 00:00:00","true","3"
"101231","1963","51","Baby Boomer","PhD","Single","Alone","48918","1","1","2014-12-04 00:00:00","true","3"
"101236","1978","36","Gen X","Graduate","Single","Alone","7500","1","1","2012-12-27 00:00:00","true","3"
"101247","1956","58","Baby Boomer","Master","Single","Alone","64857","0","0","2012-11-23 00:00:00","false","1"
"101251","1962","52","Baby Boomer","PhD","Single","Alone","27238","1","1","2013-04-20 00:00:00","true","3"
"101258","1977","37","Gen X","Graduate","Single","Alone","37774","2","0","2012-03-09 00:00:00","true","3"
"101263","1982","32","Millennial","Master","Single","Alone","6560","0","0","2013-12-12 00:00:00","false","1"
"101268","1948","66","Baby Boomer","Graduate","Single","Alone","90842","0","0","2013-07-29 00:00:00","false","1"
"101274","1982","32","Millennial","Graduate","Single","Alone","39660","1","0","2012-08-08 00:00:00","true","2"
"101278","1982","32","Millennial","High School","Single","Alone","24367","1","0","2013-03-20 00:00:00","true","2"
"101282","1993","21","Millennial","Graduate","Single","Alone","70515","0","0","2013-10-21 00:00:00","false","1"
"101286","1962","52","Baby Boomer","Graduate","Single","Alone","69627","0","1","2013-03-17 00:00:00","true","2"
"101288","1946","68","Baby Boomer","PhD","Single","Alone","62159","0","0","2014-04-28 00:00:00","false","1"
"101289","1963","51","Baby Boomer","Graduate","Single","Alone","80695","0","0","2013-12-29 00:00:00","false","1"
"101290","1971","43","Gen X","Master","Single","Alone","33316","1","1","2013-04-10 00:00:00","true","3"
"101296","1958","56","Baby Boomer","Master","Single","Alone","75154","0","1","2012-04-09 00:00:00","true","2"
"101297","1976","38","Gen X","Graduate","Single","Alone","47025","0","1","2013-07-11 00:00:00","true","2"
"101300","1975","39","Gen X","Graduate","Single","Alone","57338","0","1","2014-04-29 00:00:00","true","2"
"101303","1960","54","Baby Boomer","Graduate","Single","Alone","48904","0","1","2012-02-12 00:00:00","true","2"
"101304","1975","39","Gen X","Graduate","Single","Alone","56243","1","2","2013-12-30 00:00:00","true","4"
"101311","1964","50","","Undergraduate","Single","Alone","51381","1","1","2014-12-01 00:00:00","true","3"
"101319","1975","39","Gen X","Undergraduate","Single","Alone","41658","1","1","2012-09-11 00:00:00","true","3"
"101327","1957","57","Baby Boomer","Graduate","Single","Alone","36864","0","1","2012-08-13 00:00:00","true","2"
"101336","1990","24","Millennial","Graduate","Single","Alone","34412","1","0","2013-02-13 00:00:00","true","2"
"101337","1979","35","Gen X","Graduate","Single","Alone","57537","1","0","2013-10-06 00:00:00","true","2"
"101342","1972","42","Gen X","Undergraduate","Single","Alone","65704","0","0","2013-10-13 00:00:00","false","1"
"101346","1958","56","Baby Boomer","Undergraduate","Single","Alone","38741","1","1","2014-03-30 00:00:00","true","3"
"101347","1972","42","Gen X","Graduate","Single","Alone","31907","0","0","2013-04-03 00:00:00","false","1"
"101350","1973","41","Gen X","Graduate","Single","Alone","34853","1","1","2013-12-23 00:00:00","true","3"
"101367","1953","61","Baby Boomer","Graduate","Single","Alone","73892","0","0","2013-11-13 00:00:00","false","1"
"101368","1967","47","Gen X","PhD","Single","Alone","40304","1","0","2013-09-30 00:00:00","true","2"
"101372","1970","44","Gen X","Graduate","Single","Alone","93790","0","0","2014-12-02 00:00:00","false","1"
"101384","1966","48","Gen X","Graduate","Single","Alone","34704","0","1","2013-04-27 00:00:00","true","2"
"101389","1987","27","Millennial","Master","Single","Alone","41020","0","0","2013-10-28 00:00:00","false","1"
"101394","1976","38","Gen X","Master","Single","Alone","70379","0","1","2013-03-03 00:00:00","true","2"
"101412","1955","59","Baby Boomer","PhD","Single","Alone","49667","0","0","2012-08-20 00:00:00","false","1"
"101421","1980","34","","Graduate","Single","Alone","51766","1","0","2014-11-03 00:00:00","true","2"
"101424","1970","44","Gen X","Graduate","Single","Alone","27242","1","0","2012-11-11 00:00:00","true","2"
"101425","1983","31","Millennial","PhD","Single","Alone","87188","0","0","2013-03-06 00:00:00","false","1"
"101427","1976","38","Gen X","Graduate","Single","Alone","37697","1","0","2014-07-02 00:00:00","true","2"
"101428","1973","41","Gen X","Graduate","Single","Alone","3502","1","0","2013-04-13 00:00:00","true","2"
"101432","1987","27","Millennial","PhD","Single","Alone","74004","0","0","2014-02-24 00:00:00","false","1"
"101438","1988","26","Millennial","Undergraduate","Single","Alone","23331","1","0","2012-05-10 00:00:00","true","2"
"101439","1989","25","Millennial","Graduate","Single","Alone","9255","1","0","2013-12-20 00:00:00","true","2"
"101442","1967","47","Gen X","Master","Single","Alone","59235","1","0","2013-12-01 00:00:00","true","2"
"101446","1953","61","Baby Boomer","PhD","Single","Alone","51411","1","2","2013-05-26 00:00:00","true","4"
"101449","1963","51","Baby Boomer","Graduate","Single","Alone","30983","0","0","2012-09-11 00:00:00","false","1"
"101463","1952","62","Baby Boomer","Graduate","Single","Alone","47958","0","1","2013-01-19 00:00:00","true","2"
"101464","1964","50","","Master","Single","Alone","63972","0","1","2012-02-12 00:00:00","true","2"
"101472","1976","38","Gen X","Master","Single","Alone","60482","0","1","2013-01-23 00:00:00","true","2"
"101483","1967","47","Gen X","PhD","Single","Alone","52569","0","1","2014-05-04 00:00:00","true","2"
"101484","1973","41","Gen X","PhD","Single","Alone","48432","0","1","2012-10-18 00:00:00","true","2"
"101485","1984","30","Millennial","Graduate","Single","Alone","36108","1","0","2013-10-15 00:00:00","true","2"
"101495","1990","24","Millennial","Undergraduate","Single","Alone","51250","1","0","2013-03-30 00:00:00","true","2"
"101499","1990","24","Millennial","Graduate","Single","Alone","64509","0","0","2013-08-17 00:00:00","false","1"
"101500","1975","39","Gen X","Graduate","Single","Alone","33955","1","0","2013-09-08 00:00:00","true","2"
"101503","1987","27","Millennial","Graduate","Single","Alone","57100","1","0","2014-05-18 00:00:00","true","2"
"101507","1959","55","Baby Boomer","Graduate","Single","Alone","50664","1","1","2013-01-16 00:00:00","true","3"
"101528","1981","33","Millennial","Graduate","Single","Alone","58684","0","0","2014-06-16 00:00:00","false","1"
"101532","1961","53","Baby Boomer","Graduate","Single","Alone","82014","0","0","2012-08-20 00:00:00","false","1"
"101536","1978","36","Gen X","Master","Single","Alone","35544","1","0","2014-08-03 00:00:00","true","2"
"101540","1981","33","Millennial","Graduate","Single","Alone","72066","0","0","2014-06-23 00:00:00","false","1"
"101541","1958","56","Baby Boomer","PhD","Single","Alone","50729","1","1","2013-02-05 00:00:00","true","3"
"101544","1966","48","Gen X","Graduate","Single","Alone","43602","1","1","2014-10-01 00:00:00","true","3"
"101545","1985","29","Millennial","Undergraduate","Single","Alone","41473","1","0","2013-06-19 00:00:00","true","2"
"101548","1985","29","Millennial","PhD","Single","Alone","37929","0","0","2013-07-30 00:00:00","false","1"
"101554","1979","35","Gen X","High School","Single","Alone","15862","1","0","2013-06-27 00:00:00","true","2"
"101565","1971","43","Gen X","Graduate","Single","Alone","58350","0","1","2013-04-01 00:00:00","true","2"
"101566","1951","63","Baby Boomer","Graduate","Single","Alone","49090","0","1","2013-07-19 00:00:00","true","2"
"101569","1981","33","Millennial","Undergraduate","Single","Alone","24336","1","0","2012-08-27 00:00:00","true","2"
"101577","1989","25","Millennial","Graduate","Single","Alone","18358","1","0","2013-11-20 00:00:00","true","2"
"101589","1992","22","Millennial","High School","Single","Alone","18746","1","0","2014-05-29 00:00:00","true","2"
"101590","1956","58","Baby Boomer","Graduate","Single","Alone","60230","0","1","2013-05-20 00:00:00","true","2"
"101596","1991","23","Millennial","Graduate","Single","Alone","90273","0","0","2013-12-14 00:00:00","false","1"
"101598","1982","32","Millennial","PhD","Single","Alone","38513","1","0","2014-01-28 00:00:00","true","2"
"101599","1979","35","Gen X","Master","Single","Alone","16653","1","0","2014-04-18 00:00:00","true","2"
"101601","1965","49","Gen X","High School","Single","Alone","23529","0","1","2013-07-01 00:00:00","true","2"
"101606","1958","56","Baby Boomer","Undergraduate","Single","Alone","75342","0","1","2013-06-05 00:00:00","true","2"
"101613","1945","69","","PhD","Single","Alone","45576","0","0","2014-05-28 00:00:00","false","1"
"101620","1980","34","","Undergraduate","Single","Alone","31859","1","0","2014-02-27 00:00:00","true","2"
"101622","1979","35","Gen X","High School","Single","Alone","16014","1","1","2013-03-17 00:00:00","true","3"
"101624","1971","43","Gen X","Master","Single","Alone","39763","1","0","2013-04-08 00:00:00","true","2"
"101633","1980","34","","PhD","Single","Alone","36802","1","0","2014-06-16 00:00:00","true","2"
"101641","1979","35","Gen X","High School","Single","Alone","20194","1","0","2012-12-17 00:00:00","true","2"
"101642","1976","38","Gen X","PhD","Single","Alone","42473","1","1","2014-02-17 00:00:00","true","3"
"101646","1967","47","Gen X","Graduate","Single","Alone","46904","1","1","2012-03-11 00:00:00","true","3"
"101653","1955","59","Baby Boomer","Graduate","Single","Alone","62535","0","1","2013-03-10 00:00:00","true","2"
"101654","1977","37","Gen X","Master","Single","Alone","36273","1","0","2014-04-16 00:00:00","true","2"
"101660","1966","48","Gen X","PhD","Single","Alone","7144","0","2","2013-07-12 00:00:00","true","3"
"101661","1964","50","","Graduate","Single","Alone","18701","1","1","2013-04-06 00:00:00","true","3"
"101663","1974","40","Gen X","PhD","Single","Alone","63159","0","0","2012-05-11 00:00:00","false","1"
"101664","1963","51","Baby Boomer","PhD","Single","Alone","46757","0","1","2012-11-16 00:00:00","true","2"
"101670","1951","63","Baby Boomer","Graduate","Single","Alone","72282","0","0","2013-07-19 00:00:00","false","1"
"101682","1987","27","Millennial","Graduate","Single","Alone","29236","1","0","2013-08-10 00:00:00","true","2"
"101699","1988","26","Millennial","Graduate","Single","Alone","25008","1","0","2014-02-02 00:00:00","true","2"
"101700","1995","19","Millennial","Undergraduate","Single","Alone","83257","0","0","2012-09-18 00:00:00","false","1"
"101704","1984","30","Millennial","PhD","Single","Alone","82733","0","0","2013-10-09 00:00:00","false","1"
"101706","1951","63","Baby Boomer","Master","Single","Alone","58217","2","1","2012-11-17 00:00:00","true","4"
"101715","1984","30","Millennial","Graduate","Single","Alone","34738","1","0","2014-11-05 00:00:00","true","2"
"101720","1972","42","Gen X","Graduate","Single","Alone","44503","1","1","2014-04-16 00:00:00","true","3"
"101721","1948","66","Baby Boomer","PhD","Single","Alone","60200","0","1","2013-02-01 00:00:00","true","2"
"101723","1987","27","Millennial","Undergraduate","Single","Alone","23830","0","0","2014-07-02 00:00:00","false","1"
"101731","1969","45","Gen X","Master","Single","Alone","62772","0","1","2013-05-19 00:00:00","true","2"
"101732","1985","29","Millennial","PhD","Single","Alone","30298","0","0","2014-05-19 00:00:00","false","1"
"101733","1984","30","Millennial","Graduate","Single","Alone","52413","1","0","2012-03-11 00:00:00","true","2"
"101741","1974","40","Gen X","Graduate","Single","Alone","69719","0","0","2014-05-26 00:00:00","false","1"
"101743","1954","60","Baby Boomer","PhD","Single","Alone","90933","0","0","2014-03-31 00:00:00","false","1"
"101744","1945","69","","PhD","Single","Alone","113734","0","0","2014-05-28 00:00:00","false","1"
"101746","1983","31","Millennial","Graduate","Single","Alone","22148","0","0","2014-04-13 00:00:00","false","1"
"101755","1970","44","Gen X","Graduate","Single","Alone","67384","0","1","2012-10-11 00:00:00","true","2"
"101757","1968","46","Gen X","Graduate","Single","Alone","57107","0","1","2012-08-24 00:00:00","true","2"
"101758","1981","33","Millennial","PhD","Single","Alone","36038","1","0","2013-05-31 00:00:00","true","2"
"101760","1977","37","Gen X","Undergraduate","Single","Alone","31878","0","1","2014-06-22 00:00:00","true","2"
"101762","1956","58","Baby Boomer","Graduate","Single","Alone","91249","0","0","2012-10-20 00:00:00","false","1"
"101763","1943","71","Silent Generation","Master","Single","Alone","77598","0","0","2013-01-10 00:00:00","false","1"
"101764","1959","55","Baby Boomer","Graduate","Single","Alone","80982","1","1","2013-08-01 00:00:00","true","3"
"101767","1957","57","Baby Boomer","Graduate","Single","Alone","64849","0","0","2012-11-13 00:00:00","false","1"
"101775","1956","58","Baby Boomer","PhD","Single","Alone","54998","0","1","2013-10-03 00:00:00","true","2"
"101781","1977","37","Gen X","Graduate","Single","Alone","23763","1","0","2012-07-08 00:00:00","true","2"
"101787","1968","46","Gen X","Graduate","Single","Alone","36065","1","1","2013-03-31 00:00:00","true","3"
"101788","1940","74","Silent Generation","PhD","Single","Alone","51141","0","0","2013-08-07 00:00:00","false","1"
"101790","1951","63","Baby Boomer","Graduate","Single","Alone","80872","0","0","2014-12-05 00:00:00","false","1"
"101792","1964","50","","PhD","Single","Alone","61798","0","0","2013-11-23 00:00:00","false","1"
"101795","1956","58","Baby Boomer","Graduate","Single","Alone","46998","0","1","2012-10-22 00:00:00","true","2"
"101796","1990","24","Millennial","Graduate","Single","Alone","96843","0","0","2013-04-23 00:00:00","false","1"
"101800","1952","62","Baby Boomer","Graduate","Single","Alone","40887","1","1","2013-06-05 00:00:00","true","3"
"101808","1983","31","Millennial","Graduate","Single","Alone","39062","1","0","2014-03-25 00:00:00","true","2"
"101812","1968","46","Gen X","PhD","Single","Alone","38236","1","1","2013-09-20 00:00:00","true","3"
"101814","1984","30","Millennial","Master","Single","Alone","31385","1","0","2012-05-12 00:00:00","true","2"
"101818","1975","39","Gen X","Graduate","Single","Alone","53201","1","1","2013-12-02 00:00:00","true","3"
"101825","1947","67","Baby Boomer","Master","Single","Alone","91712","0","0","2013-10-17 00:00:00","false","1"
"101826","1958","56","Baby Boomer","Graduate","Single","Alone","94472","0","1","2014-03-04 00:00:00","true","2"
"101832","1980","34","","Undergraduate","Single","Alone","67506","0","1","2014-02-01 00:00:00","true","2"
"101833","1970","44","Gen X","Graduate","Single","Alone","24206","1","0","2013-08-03 00:00:00","true","2"
"101836","1966","48","Gen X","Graduate","Single","Alone","33279","0","0","2014-12-06 00:00:00","false","1"
"101843","1986","28","Millennial","Graduate","Single","Alone","39146","1","0","2013-02-14 00:00:00","true","2"
"101846","1958","56","Baby Boomer","Graduate","Single","Alone","68281","0","0","2012-07-08 00:00:00","false","1"
"101867","1951","63","Baby Boomer","Graduate","Single","Alone","60689","0","1","2013-01-06 00:00:00","true","2"
"101870","1991","23","Millennial","Graduate","Single","Alone","49767","0","0","2013-02-05 00:00:00","false","1"
"101871","1970","44","Gen X","Graduate","Single","Alone","83273","1","2","2012-09-25 00:00:00","true","4"
"101875","1970","44","Gen X","Graduate","Single","Alone","43020","1","0","2013-11-30 00:00:00","true","2"
"101878","1970","44","Gen X","Graduate","Single","Alone","76467","1","0","2012-08-17 00:00:00","true","2"
"101881","1975","39","Gen X","Graduate","Single","Alone","55801","1","1","2013-09-22 00:00:00","true","3"
"101883","1955","59","Baby Boomer","Master","Single","Alone","36927","1","1","2014-02-06 00:00:00","true","3"
"101885","1965","49","Gen X","Graduate","Single","Alone","23478","0","0","2013-03-19 00:00:00","false","1"
"101889","1981","33","Millennial","PhD","Single","Alone","51381","1","0","2013-05-31 00:00:00","true","2"
"101905","1955","59","Baby Boomer","Graduate","Single","Alone","51381","0","1","2013-10-18 00:00:00","true","2"
"101910","1980","34","","Graduate","Single","Alone","30828","1","0","2013-04-10 00:00:00","true","2"
"101918","1956","58","Baby Boomer","Graduate","Single","Alone","54252","1","1","2013-05-28 00:00:00","true","3"
"101927","1961","53","Baby Boomer","Graduate","Single","Alone","82332","0","0","2012-09-17 00:00:00","false","1"
"101936","1962","52","Baby Boomer","Master","Single","Alone","72217","0","0","2013-10-04 00:00:00","false","1"
"101946","1976","38","Gen X","Master","Single","Alone","72309","0","0","2013-11-03 00:00:00","false","1"
"101958","1973","41","Gen X","Graduate","Single","Alone","65333","0","1","2014-01-17 00:00:00","true","2"
"101959","1957","57","Baby Boomer","Graduate","Single","Alone","78499","0","0","2013-11-23 00:00:00","false","1"
"101971","1965","49","Gen X","Graduate","Single","Alone","59686","0","1","2014-01-25 00:00:00","true","2"
"101976","1992","22","Millennial","High School","Single","Alone","15253","1","0","2013-10-28 00:00:00","true","2"
"101977","1974","40","Gen X","PhD","Single","Alone","31560","1","0","2013-06-24 00:00:00","true","2"
"101978","1990","24","Millennial","Master","Single","Alone","91172","0","0","2013-03-27 00:00:00","false","1"
"101980","1981","33","Millennial","Graduate","Single","Alone","41967","1","1","2013-11-23 00:00:00","true","3"
"101981","1965","49","Gen X","Graduate","Single","Alone","69263","0","1","2014-05-03 00:00:00","true","2"
"101993","1978","36","Gen X","High School","Single","Alone","26487","1","0","2013-05-20 00:00:00","true","2"
"102000","1983","31","Millennial","Master","Single","Alone","89616","0","0","2013-02-25 00:00:00","false","1"
"102004","1952","62","Baby Boomer","Master","Single","Alone","8820","1","1","2013-03-22 00:00:00","true","3"
"102005","1974","40","Gen X","Graduate","Single","Alone","43322","0","0","2014-04-21 00:00:00","false","1"
"102009","1990","24","Millennial","High School","Single","Alone","16185","1","0","2013-05-08 00:00:00","true","2"
"102010","1969","45","Gen X","Graduate","Single","Alone","57731","0","1","2012-11-23 00:00:00","true","2"
"102012","1968","46","Gen X","Graduate","Single","Alone","35893","1","1","2012-10-15 00:00:00","true","3"
"102020","1995","19","Millennial","Undergraduate","Single","Alone","80617","0","0","2012-12-10 00:00:00","false","1"
"102027","1970","44","Gen X","PhD","Single","Alone","57642","0","1","2014-09-01 00:00:00","true","2"
"102029","1962","52","Baby Boomer","Graduate","Single","Alone","57967","0","1","2013-03-03 00:00:00","true","2"
"102032","1984","30","Millennial","Graduate","Single","Alone","11012","1","0","2013-03-16 00:00:00","true","2"
"102033","1970","44","Gen X","Master","Single","Alone","44802","0","0","2012-08-21 00:00:00","false","1"
"102034","1986","28","Millennial","Graduate","Single","Alone","26816","0","0","2012-08-17 00:00:00","false","1"
