"customer_key","year_birth","education","marital_status","income","household_size","year"
"100078","1976","Undergraduate","Together","26326","2","2013"
"100079","1965","Graduate","Together","56046","2","2013"
"100081","1969","Graduate","Married","26304","3","2013"
"100082","1973","Undergraduate","Married","23559","3","2013"
"100084","1960","Graduate","Married","29440","4","2013"
"100085","1970","Master","Married","36138","4","2013"
"100091","1973","Master","Together","51381","2","2013"
"100096","1972","Graduate","Divorced","51813","3","2013"
"100097","1951","Undergraduate","Married","78497","2","2013"
"100098","1983","PhD","Married","50150","2","2013"
"100099","1960","Undergraduate","Single","47823","2","2013"
"100101","1979","Graduate","Together","85693","3","2013"
"100102","1945","PhD","Married","65846","2","2013"
"100104","1979","High School","Together","24594","3","2013"
"100105","1964","Graduate","Married","49096","4","2013"
"100106","1969","Graduate","Married","52413","4","2013"
"100109","1979","Graduate","Together","77298","3","2013"
"100112","1991","Graduate","Single","86037","1","2013"
"100114","1962","Graduate","Single","50785","3","2013"
"100116","1978","Undergraduate","Married","36550","3","2013"
"100117","1967","Undergraduate","Together","30753","4","2013"
"100118","1969","Graduate","Together","21918","3","2013"
"100119","1953","Master","Together","56129","3","2013"
"100121","1985","Master","Married","19510","4","2013"
"100122","1976","Graduate","Divorced","30992","2","2013"
"100123","1983","Graduate","Single","101970","1","2013"
"100124","1965","Undergraduate","Together","71488","2","2013"
"100125","1984","Graduate","Single","79607","1","2013"
"100127","1961","PhD","Married","51381","3","2013"
"100129","1952","Graduate","Married","62998","3","2013"
"100130","1958","Master","Alone","61331","3","2013"
"100132","1963","Graduate","Married","51381","3","2013"
"100133","1964","PhD","Married","41551","4","2013"
"100134","1967","PhD","Together","62981","2","2013"
"100136","1959","PhD","Married","33762","5","2013"
"100138","1965","PhD","Divorced","36921","3","2013"
"100140","1976","Master","Together","65104","3","2013"
"100141","1962","Graduate","Married","86111","2","2013"
"100142","1974","PhD","Single","68352","2","2013"
"100143","1988","Graduate","Together","41883","3","2013"
"100146","1981","Graduate","Together","38547","3","2013"
"100154","1949","Graduate","Together","69372","2","2013"
"100155","1958","Graduate","Single","49967","2","2013"
"100156","1978","Graduate","Single","60199","4","2013"
"100157","1977","Graduate","Together","55375","3","2013"
"100158","1955","Graduate","Single","80317","1","2013"
"100159","1958","Master","Single","30523","4","2013"
"100162","1975","PhD","Divorced","74165","1","2013"
"100164","1966","Graduate","Together","43482","5","2013"
"100165","1953","Graduate","Divorced","62551","1","2013"
"100166","1959","Graduate","Divorced","52332","1","2013"
"100167","1988","Graduate","Single","66951","1","2013"
"100170","1982","Graduate","Married","28718","3","2013"
"100180","1946","Master","Married","66835","2","2013"
"100185","1966","Graduate","Married","61286","3","2013"
"100186","1976","Graduate","Married","74068","2","2013"
"100187","1964","PhD","Married","45759","4","2013"
"100189","1989","PhD","Together","66973","2","2013"
"100190","1988","Graduate","Married","38872","3","2013"
"100191","1973","Graduate","Married","51148","4","2013"
"100192","1977","Graduate","Married","31353","4","2013"
"100194","1954","Graduate","Married","80067","2","2013"
"100195","1954","Graduate","Married","86718","2","2013"
"100198","1968","Graduate","Single","75922","1","2013"
"100199","1978","Graduate","Divorced","63693","2","2013"
"100201","1965","PhD","Single","40637","3","2013"
"100203","1988","Graduate","Together","29604","3","2013"
"100204","1963","Master","Divorced","48721","3","2013"
"100207","1956","Graduate","Together","46097","3","2013"
"100210","1974","Master","Together","46014","4","2013"
"100211","1985","Graduate","Married","70951","2","2013"
"100214","1948","Master","Married","83790","2","2013"
"100215","1954","Master","Widow","44551","2","2013"
"100218","1969","Graduate","Married","72460","2","2013"
"100220","1980","PhD","Married","30732","3","2013"
"100222","1978","Graduate","Together","42011","3","2013"
"100227","1966","Graduate","Single","37070","3","2013"
"100228","1962","Undergraduate","Divorced","81975","2","2013"
"100229","1971","Graduate","Together","38590","3","2013"
"100231","1965","PhD","Married","62745","3","2013"
"100232","1975","Undergraduate","Married","22212","3","2013"
"100233","1982","Master","Together","23661","3","2013"
"100234","1958","PhD","Single","79761","2","2013"
"100235","1973","Graduate","Single","7500","2","2013"
"100236","1968","Graduate","Widow","73455","1","2013"
"100238","1971","Graduate","Single","22804","2","2013"
"100239","1990","Graduate","Married","73687","2","2013"
"100242","1972","Graduate","Married","80134","3","2013"
"100243","1953","Graduate","Married","75027","3","2013"
"100246","1975","Master","Single","31160","2","2013"
"100247","1985","Graduate","Single","29938","2","2013"
"100248","1974","Graduate","Divorced","102692","1","2013"
"100254","1964","Graduate","Single","18701","3","2013"
"100255","1957","PhD","Single","40737","4","2013"
"100257","1968","PhD","Divorced","69674","3","2013"
"100260","1952","Master","Together","43776","4","2013"
"100261","1966","Master","Married","38179","4","2013"
"100264","1970","Graduate","Married","72940","2","2013"
"100265","1970","Graduate","Together","22070","3","2013"
"100270","1963","Graduate","Divorced","33378","3","2013"
"100271","1963","PhD","Together","66313","3","2013"
"100272","1956","Graduate","Single","60714","1","2013"
"100274","1986","PhD","Single","69867","1","2013"
"100275","1968","Master","Divorced","63841","2","2013"
"100276","1981","High School","Married","24480","3","2013"
"100279","1974","Graduate","Married","30631","3","2013"
"100280","1952","Graduate","Together","75278","2","2013"
"100281","1956","Master","Together","50898","4","2013"
"100283","1949","Master","Divorced","35416","1","2013"
"100284","1984","Undergraduate","Together","32414","2","2013"
"100285","1969","Graduate","Together","38361","3","2013"
"100288","1965","Graduate","Together","29672","4","2013"
"100290","1988","Undergraduate","Divorced","35388","2","2013"
"100291","1986","Master","Together","42386","3","2013"
"100292","1982","Graduate","Single","68627","1","2013"
"100295","1956","Undergraduate","Together","58821","3","2013"
"100298","1984","Graduate","Together","23976","3","2013"
"100299","1961","Master","Married","80950","2","2013"
"100302","1964","Master","Married","64100","3","2013"
"100303","1992","Master","Together","42670","2","2013"
"100305","1967","Graduate","Married","22574","5","2013"
"100306","1989","Graduate","Married","51381","2","2013"
"100307","1976","Master","Single","70893","1","2013"
"100308","1966","Graduate","Married","54198","4","2013"
"100310","1972","Graduate","Married","40321","4","2013"
"100312","1951","Graduate","Married","30833","4","2013"
"100313","1970","Graduate","Single","51381","4","2013"
"100314","1971","Graduate","Married","64795","3","2013"
"100315","1974","Graduate","Married","34421","3","2013"
"100317","1961","PhD","Divorced","64325","2","2013"
"100318","1953","Graduate","Single","40464","2","2013"
"100319","1957","Graduate","Married","62187","2","2013"
"100320","1976","PhD","Divorced","14849","2","2013"
"100321","1984","Graduate","Married","27255","3","2013"
"100322","1950","PhD","Married","54432","5","2013"
"100323","1986","PhD","Single","29999","2","2013"
"100324","1983","Graduate","Single","24072","2","2013"
"100325","1989","PhD","Single","33996","1","2013"
"100326","1956","PhD","Married","66334","3","2013"
"100327","1971","Master","Married","35178","3","2013"
"100328","1983","Graduate","Together","22010","3","2013"
"100332","1965","Graduate","Together","83003","2","2013"
"100334","1986","Graduate","Divorced","41411","1","2013"
"100336","1950","PhD","Together","59292","3","2013"
"100337","1973","High School","Together","27190","3","2013"
"100338","1952","Graduate","Divorced","82623","1","2013"
"100339","1965","Graduate","Married","44300","4","2013"
"100343","1957","Graduate","Married","71113","3","2013"
"100344","1986","Graduate","Married","71952","3","2013"
"100345","1966","PhD","Single","69759","1","2013"
"100348","1978","Graduate","Single","38643","3","2013"
"100349","1955","Graduate","Married","50737","3","2013"
"100351","1943","Master","Married","65073","2","2013"
"100352","1948","PhD","Together","46681","4","2013"
"100358","1960","Graduate","Married","79530","2","2013"
"100359","1976","Graduate","Divorced","31615","2","2013"
"100364","1970","Master","Single","29548","2","2013"
"100366","1972","PhD","Single","38578","3","2013"
"100368","1970","Graduate","Single","22585","1","2013"
"100370","1961","PhD","Together","66426","3","2013"
"100371","1969","Graduate","Single","30822","2","2013"
"100372","1969","PhD","Married","33581","4","2013"
"100373","1985","Graduate","Married","19986","3","2013"
"100376","1971","Graduate","Single","10245","2","2013"
"100377","1968","Master","Together","43795","3","2013"
"100380","1968","PhD","Divorced","83664","3","2013"
"100382","1979","Master","Together","62499","3","2013"
"100384","1946","PhD","Married","51012","2","2013"
"100386","1991","PhD","Together","68682","2","2013"
"100391","1956","Undergraduate","Divorced","31395","3","2013"
"100393","1974","Graduate","Single","42373","3","2013"
"100394","1960","Graduate","Together","30507","2","2013"
"100395","1955","PhD","Single","55521","4","2013"
"100402","1955","PhD","Married","66465","3","2013"
"100404","1962","Graduate","Together","75072","3","2013"
"100406","1975","Undergraduate","Together","19789","3","2013"
"100408","1981","Graduate","Single","91065","1","2013"
"100409","1971","Master","Married","49505","4","2013"
"100412","1974","Master","Married","82584","2","2013"
"100413","1941","PhD","Married","93027","2","2013"
"100414","1953","Graduate","Married","48686","5","2013"
"100418","1968","Graduate","Married","61314","3","2013"
"100419","1961","PhD","Single","84865","1","2013"
"100421","1967","Undergraduate","Together","67309","4","2013"
"100422","1964","Graduate","Married","75236","3","2013"
"100424","1956","Master","Together","50943","3","2013"
"100425","1966","Graduate","Divorced","67272","2","2013"
"100426","1949","Master","Widow","51529","2","2013"
"100427","1971","PhD","Married","32011","3","2013"
"100428","1986","Undergraduate","Married","7500","3","2013"
"100429","1989","Graduate","Married","28691","3","2013"
"100430","1948","PhD","Married","56223","3","2013"
"100431","1946","Graduate","Married","18100","2","2013"
"100433","1959","Graduate","Divorced","23295","1","2013"
"100434","1972","Master","Divorced","42618","2","2013"
"100435","1964","Graduate","Single","81246","1","2013"
"100436","1976","Graduate","Married","24027","3","2013"
"100437","1953","PhD","Married","55707","3","2013"
"100438","1955","Graduate","Single","57959","2","2013"
"100439","1969","Graduate","Married","56796","3","2013"
"100440","1971","Master","Single","36230","2","2013"
"100441","1980","Undergraduate","Married","70829","4","2013"
"100445","1984","Master","Married","42207","3","2013"
"100449","1949","Graduate","Widow","70165","1","2013"
"100453","1955","PhD","Together","75261","2","2013"
"100457","1975","Graduate","Married","61456","3","2013"
"100458","1980","Graduate","Married","37406","3","2013"
"100460","1978","Graduate","Married","38415","4","2013"
"100462","1956","Graduate","Married","62503","3","2013"
"100467","1973","Master","Married","38961","3","2013"
"100468","1972","Master","Divorced","37760","2","2013"
"100470","1975","Graduate","Married","43057","3","2013"
"100473","1974","Graduate","Married","60093","3","2013"
"100478","1955","Graduate","Together","76005","2","2013"
"100479","1964","Master","Single","58308","2","2013"
"100480","1944","PhD","Divorced","55614","1","2013"
"100481","1962","Master","Divorced","59432","2","2013"
"100483","1971","PhD","Together","78642","3","2013"
"100485","1944","Graduate","Married","65275","2","2013"
"100487","1961","Master","Together","48330","3","2013"
"100491","1976","Graduate","Married","65665","3","2013"
"100492","1989","Graduate","Single","81217","1","2013"
"100493","1992","Graduate","Married","34935","2","2013"
"100495","1981","PhD","Together","39665","3","2013"
"100496","1979","Graduate","Single","60152","2","2013"
"100497","1964","Graduate","Married","48920","4","2013"
"100499","1946","PhD","Together","44124","3","2013"
"100500","1975","Master","Single","81169","1","2013"
"100501","1961","Graduate","Married","36443","4","2013"
"100502","1990","Graduate","Single","26095","2","2013"
"100503","1959","Graduate","Together","71367","2","2013"
"100507","1991","Graduate","Married","42691","2","2013"
"100511","1958","PhD","Together","77863","2","2013"
"100514","1960","PhD","Married","49154","4","2013"
"100515","1975","Undergraduate","Widow","47682","2","2013"
"100516","1969","Graduate","Single","72679","2","2013"
"100518","1962","Graduate","Married","65316","4","2013"
"100519","1982","Graduate","Single","28567","2","2013"
"100520","1951","Master","Together","47352","3","2013"
"100523","1952","Undergraduate","Together","57247","3","2013"
"100524","1981","Master","Single","22944","2","2013"
"100525","1977","Undergraduate","Together","25315","3","2013"
"100528","1982","PhD","Married","84169","2","2013"
"100529","1976","Graduate","Together","54058","3","2013"
"100532","1980","Graduate","Married","47850","3","2013"
"100538","1963","Graduate","Married","22419","2","2013"
"100539","1949","Master","Married","81698","2","2013"
"100541","1978","PhD","Single","54880","2","2013"
"100542","1982","Graduate","Married","79908","2","2013"
"100543","1970","Undergraduate","Married","15315","2","2013"
"100544","1959","Graduate","Together","87771","3","2013"
"100545","1978","Graduate","Married","33039","3","2013"
"100546","1980","Graduate","Single","81741","1","2013"
"100547","1971","Master","Together","71499","3","2013"
"100549","1963","PhD","Divorced","48799","2","2013"
"100552","1951","Master","Together","29298","4","2013"
"100553","1979","Graduate","Single","47691","2","2013"
"100557","1978","Undergraduate","Single","38593","2","2013"
"100558","1970","PhD","Together","64413","3","2013"
"100559","1981","Master","Married","36959","3","2013"
"100560","1977","PhD","Married","61996","3","2013"
"100562","1970","Graduate","Married","13260","4","2013"
"100563","1966","PhD","Together","47472","4","2013"
"100564","1956","Master","Together","54603","4","2013"
"100566","1967","Undergraduate","Together","47821","4","2013"
"100567","1951","Master","Married","27450","2","2013"
"100571","1961","Master","Married","61794","3","2013"
"100573","1959","Graduate","Together","24221","2","2013"
"100576","1965","Master","Single","69882","1","2013"
"100578","1972","PhD","Married","59973","2","2013"
"100579","1975","Master","Together","17459","3","2013"
"100581","1969","Master","Married","42169","4","2013"
"100582","1978","Undergraduate","Married","26224","3","2013"
"100584","1961","Graduate","Single","30081","2","2013"
"100586","1955","Graduate","Single","72906","1","2013"
"100588","1966","Master","Together","49618","4","2013"
"100590","1956","Graduate","Divorced","26150","4","2013"
"100593","1969","Master","Single","26877","1","2013"
"100594","1944","Master","Widow","45006","1","2013"
"100597","1974","Graduate","Married","45837","4","2013"
"100598","1965","Master","Single","35791","4","2013"
"100599","1976","PhD","Together","162397","4","2013"
"100600","1978","Graduate","Widow","54162","3","2013"
"100602","1961","PhD","Married","54456","3","2013"
"100603","1971","Graduate","Single","31632","1","2013"
"100605","1978","Undergraduate","Single","36975","2","2013"
"100606","1955","Undergraduate","Married","72635","2","2013"
"100607","1976","Graduate","Married","13624","3","2013"
"100608","1975","Graduate","Single","84196","2","2013"
"100612","1970","PhD","Married","69084","3","2013"
"100615","1973","Graduate","Single","83917","1","2013"
"100617","1952","Graduate","Single","84574","1","2013"
"100618","1962","Graduate","Married","56181","3","2013"
"100620","1971","Graduate","Married","73691","3","2013"
"100623","1964","Graduate","Single","45906","2","2013"
"100624","1947","Master","Together","77632","2","2013"
"100625","1971","PhD","Married","46463","4","2013"
"100626","1970","Graduate","Together","105471","2","2013"
"100627","1970","Master","Divorced","55282","2","2013"
"100629","1958","Graduate","Together","66886","3","2013"
"100637","1947","PhD","Together","73059","3","2013"
"100638","1966","PhD","Single","46734","4","2013"
"100640","1975","Graduate","Widow","58330","2","2013"
"100642","1956","Master","Together","14661","2","2013"
"100644","1974","PhD","Together","45068","3","2013"
"100645","1987","High School","Single","21063","2","2013"
"100646","1968","PhD","Married","29187","3","2013"
"100647","1971","Undergraduate","Married","54690","4","2013"
"100648","1964","PhD","Married","59304","3","2013"
"100649","1962","Master","Single","59247","3","2013"
"100651","1980","Graduate","Married","77353","3","2013"
"100655","1985","Undergraduate","Married","36145","3","2013"
"100656","1980","PhD","Single","65295","1","2013"
"100657","1963","Graduate","Divorced","68118","2","2013"
"100659","1982","Undergraduate","Together","41039","2","2013"
"100660","1955","Graduate","Together","38946","3","2013"
"100661","1967","Graduate","Together","65777","2","2013"
"100662","1976","PhD","Divorced","66476","2","2013"
"100666","1969","PhD","Together","69476","2","2013"
"100668","1970","Graduate","Single","61209","1","2013"
"100669","1958","Master","Together","42315","3","2013"
"100670","1952","High School","Together","13084","2","2013"
"100671","1949","Master","Widow","47570","3","2013"
"100672","1961","Master","Married","61923","4","2013"
"100674","1949","PhD","Single","26518","3","2013"
"100675","1961","Graduate","Single","45938","1","2013"
"100677","1973","Graduate","Divorced","78901","2","2013"
"100681","1968","Master","Divorced","41335","2","2013"
"100683","1951","Graduate","Divorced","43185","2","2013"
"100684","1948","PhD","Together","66375","3","2013"
"100685","1986","Graduate","Married","25252","3","2013"
"100687","1975","Graduate","Single","33249","2","2013"
"100688","1953","Graduate","Together","58398","2","2013"
"100689","1982","Graduate","Together","50272","3","2013"
"100692","1978","Graduate","Together","25851","3","2013"
"100693","1970","Graduate","Divorced","58710","2","2013"
"100696","1954","Graduate","Married","59111","2","2013"
"100698","1965","Graduate","Married","72190","2","2013"
"100700","1955","Graduate","Married","80395","2","2013"
"100702","1965","Master","Married","56962","5","2013"
"100703","1991","Graduate","Together","89891","2","2013"
"100704","1949","PhD","Divorced","35946","3","2013"
"100706","1948","PhD","Divorced","45072","4","2013"
"100707","1973","Graduate","Divorced","89694","3","2013"
"100709","1973","Graduate","Married","67432","3","2013"
"100711","1989","High School","Married","17487","3","2013"
"100713","1953","PhD","Single","64108","2","2013"
"100714","1956","Master","Together","34941","4","2013"
"100716","1978","Undergraduate","Together","38702","3","2013"
"100718","1952","Graduate","Together","83844","2","2013"
"100719","1975","Undergraduate","Married","17003","3","2013"
"100721","1970","Graduate","Single","33697","2","2013"
"100723","1972","PhD","Together","83443","2","2013"
"100724","1958","PhD","Together","51518","3","2013"
"100725","1969","Graduate","Married","80952","2","2013"
"100727","1978","Undergraduate","Together","63855","2","2013"
"100729","1964","Graduate","Married","58512","3","2013"
"100730","1979","Master","Married","40662","3","2013"
"100732","1981","Undergraduate","Married","35523","3","2013"
"100734","1988","Master","Married","78285","2","2013"
"100735","1978","PhD","Single","31626","2","2013"
"100737","1955","Graduate","Married","48726","3","2013"
"100740","1965","Undergraduate","Married","46891","3","2013"
"100741","1956","Master","Married","62058","3","2013"
"100742","1979","Graduate","Married","72063","3","2013"
"100743","1951","PhD","Married","78939","2","2013"
"100744","1965","Graduate","Single","42720","3","2013"
"100745","1972","Graduate","Married","33622","4","2013"
"100747","1953","Graduate","Together","41452","4","2013"
"100748","1965","PhD","Single","40760","2","2013"
"100750","1955","Master","Single","51124","3","2013"
"100751","1971","Graduate","Single","72258","2","2013"
"100756","1972","Graduate","Together","31590","3","2013"
"100759","1968","PhD","Divorced","42564","2","2013"
"100762","1945","Master","Together","62847","2","2013"
"100764","1950","Graduate","Single","16813","1","2013"
"100765","1978","Graduate","Married","51267","4","2013"
"100766","1961","Graduate","Single","46524","2","2013"
"100767","1962","Master","Single","45183","1","2013"
"100770","1973","Graduate","Together","73926","2","2013"
"100771","1968","Graduate","Married","19329","3","2013"
"100772","1970","Master","Married","61872","3","2013"
"100773","1956","Graduate","Widow","46984","3","2013"
"100774","1951","Graduate","Married","34838","4","2013"
"100775","1944","PhD","Single","82716","1","2013"
"100776","1958","Graduate","Married","48192","2","2013"
"100777","1976","Master","Married","49681","4","2013"
"100779","1957","Graduate","Married","55267","3","2013"
"100780","1972","Graduate","Married","59666","4","2013"
"100781","1972","Graduate","Single","72504","2","2013"
"100782","1981","Graduate","Married","26872","2","2013"
"100783","1972","Graduate","Single","21359","2","2013"
"100785","1955","Master","Married","52750","3","2013"
"100786","1986","PhD","Together","91820","2","2013"
"100791","1978","Undergraduate","Married","25804","3","2013"
"100792","1980","PhD","Single","76412","1","2013"
"100793","1972","Graduate","Married","22063","3","2013"
"100795","1959","Undergraduate","Divorced","78353","2","2013"
"100796","1954","Graduate","Married","93404","5","2013"
"100797","1962","Graduate","Divorced","37859","4","2013"
"100798","1958","PhD","Widow","80995","2","2013"
"100800","1976","PhD","Divorced","55412","3","2013"
"100802","1967","PhD","Together","56575","4","2013"
"100803","1980","Undergraduate","Together","25130","3","2013"
"101042","1958","PhD","Together","84460","2","2013"
"101048","1979","Graduate","Single","61825","2","2013"
"101051","1982","Master","Together","27590","3","2013"
"101052","1979","Graduate","Married","56775","3","2013"
"101053","1975","Graduate","Divorced","83829","1","2013"
"101054","1979","Undergraduate","Married","54210","3","2013"
"101055","1986","Graduate","Married","38508","3","2013"
"101056","1970","Graduate","Together","53187","3","2013"
"101058","1960","PhD","Single","76045","1","2013"
"101062","1954","Graduate","Divorced","76773","1","2013"
"101063","1983","Undergraduate","Single","81698","1","2013"
"101065","1984","PhD","Single","16269","2","2013"
"101066","1971","Graduate","Together","71819","3","2013"
"101067","1983","PhD","Married","33569","3","2013"
"101068","1983","Master","Married","36262","2","2013"
"101069","1966","High School","Together","22634","2","2013"
"101070","1978","Undergraduate","Married","47025","3","2013"
"101071","1968","Graduate","Single","70566","2","2013"
"101073","1973","Master","Divorced","52034","3","2013"
"101074","1979","Graduate","Single","48526","2","2013"
"101079","1985","High School","Single","16581","1","2013"
"101080","1952","Undergraduate","Divorced","63998","1","2013"
"101081","1951","Master","Married","67381","3","2013"
"101082","1967","Graduate","Single","25930","3","2013"
"101085","1985","Graduate","Single","72903","1","2013"
"101088","1962","PhD","Divorced","85696","1","2013"
"101089","1961","Graduate","Married","49678","3","2013"
"101090","1989","Graduate","Married","37155","3","2013"
"101092","1962","PhD","Single","33419","2","2013"
"101093","1945","Graduate","Widow","63285","1","2013"
"101095","1981","Graduate","Together","42162","3","2013"
"101097","1954","PhD","Married","57744","3","2013"
"101099","1943","PhD","Widow","57513","1","2013"
"101105","1976","Graduate","Married","46049","4","2013"
"101108","1951","Graduate","Married","57304","3","2013"
"101112","1974","PhD","Married","40344","3","2013"
"101113","1972","Graduate","Married","62710","3","2013"
"101114","1968","Undergraduate","Married","48985","3","2013"
"101116","1948","Graduate","Married","77142","2","2013"
"101121","1979","High School","Together","23724","3","2013"
"101122","1960","Master","Married","47353","3","2013"
"101124","1981","Graduate","Married","54386","3","2013"
"101125","1981","Graduate","Divorced","28510","3","2013"
"101127","1950","Graduate","Together","48070","3","2013"
"101128","1957","Graduate","Married","43140","3","2013"
"101129","1961","PhD","Divorced","54959","2","2013"
"101130","1958","High School","Single","15056","3","2013"
"101132","1985","Graduate","Single","22327","2","2013"
"101133","1965","Graduate","Married","44393","4","2013"
"101134","1952","PhD","Single","62000","2","2013"
"101141","1969","Master","Married","43641","4","2013"
"101142","1969","Master","Married","70091","3","2013"
"101145","1977","Graduate","Married","54809","4","2013"
"101146","1959","Graduate","Married","58113","3","2013"
"101147","1958","Master","Married","51412","3","2013"
"101148","1957","Master","Together","66636","2","2013"
"101149","1956","Master","Married","50965","3","2013"
"101150","1990","Graduate","Married","18351","2","2013"
"101152","1965","Graduate","Together","36317","3","2013"
"101153","1957","Graduate","Together","42213","3","2013"
"101154","1955","Graduate","Together","65748","3","2013"
"101155","1972","Graduate","Together","77044","3","2013"
"101156","1969","Graduate","Together","74918","2","2013"
"101158","1975","Graduate","Single","42160","3","2013"
"101159","1965","Graduate","Single","61559","2","2013"
"101161","1963","Graduate","Single","34377","2","2013"
"101163","1973","Graduate","Married","26228","3","2013"
"101164","1957","Undergraduate","Divorced","77297","1","2013"
"101165","1981","Graduate","Married","40211","4","2013"
"101166","1958","PhD","Widow","33438","3","2013"
"101167","1959","PhD","Married","75032","3","2013"
"101168","1955","PhD","Single","61284","1","2013"
"101170","1975","Master","Married","54730","3","2013"
"101172","1971","Graduate","Divorced","44421","3","2013"
"101173","1986","PhD","Together","38197","3","2013"
"101175","1983","Graduate","Together","28427","3","2013"
"101179","1972","Graduate","Together","84906","2","2013"
"101180","1952","Graduate","Single","44213","3","2013"
"101182","1967","PhD","Married","59062","5","2013"
"101188","1968","Graduate","Together","40521","4","2013"
"101191","1965","PhD","Married","69969","2","2013"
"101192","1952","Graduate","Married","67433","4","2013"
"101193","1967","PhD","Married","77766","3","2013"
"101194","1972","Graduate","Married","74716","3","2013"
"101199","1969","Graduate","Together","76653","2","2013"
"101200","1983","PhD","Divorced","90687","1","2013"
"101201","1982","Master","Together","73450","2","2013"
"101202","1960","Graduate","Married","31454","4","2013"
"101205","1970","Graduate","Together","19656","3","2013"
"101206","1948","PhD","Married","45579","3","2013"
"101209","1963","Master","Single","64191","2","2013"
"101211","1966","Master","Married","57183","4","2013"
"101213","1971","Graduate","Married","66303","3","2013"
"101214","1975","Master","Married","37368","3","2013"
"101215","1964","Graduate","Married","40800","5","2013"
"101217","1975","Graduate","Married","46149","3","2013"
"101221","1951","Master","Together","39767","2","2013"
"101223","1970","Graduate","Divorced","33986","2","2013"
"101225","1969","Undergraduate","Married","46831","4","2013"
"101226","1972","Master","Married","83151","2","2013"
"101228","1956","Graduate","Married","15759","2","2013"
"101230","1977","PhD","Single","42997","3","2013"
"101233","1978","PhD","Together","34043","3","2013"
"101234","1966","Graduate","Together","57811","3","2013"
"101237","1971","Master","Together","157733","3","2013"
"101239","1970","Graduate","Divorced","44267","3","2013"
"101241","1966","Graduate","Together","60894","3","2013"
"101242","1976","Graduate","Together","50200","4","2013"
"101245","1972","Graduate","Together","59868","3","2013"
"101248","1965","Master","Together","45143","3","2013"
"101249","1955","Undergraduate","Together","74805","3","2013"
"101251","1962","PhD","Single","27238","3","2013"
"101252","1965","Graduate","Together","47009","3","2013"
"101255","1960","Master","Married","81843","2","2013"
"101256","1958","Master","Together","46692","3","2013"
"101260","1962","Master","Married","72828","3","2013"
"101262","1975","PhD","Married","45503","3","2013"
"101263","1982","Master","Single","6560","1","2013"
"101264","1945","PhD","Together","71604","2","2013"
"101267","1962","Graduate","Married","71434","3","2013"
"101268","1948","Graduate","Single","90842","1","2013"
"101270","1975","Graduate","Married","51948","3","2013"
"101271","1982","Graduate","Together","71853","2","2013"
"101273","1952","Graduate","Widow","40049","2","2013"
"101277","1990","Graduate","Married","18929","2","2013"
"101278","1982","High School","Single","24367","2","2013"
"101279","1959","Undergraduate","Married","26887","3","2013"
"101280","1976","Graduate","Together","62061","3","2013"
"101281","1956","PhD","Together","76542","2","2013"
"101282","1993","Graduate","Single","70515","1","2013"
"101286","1962","Graduate","Single","69627","2","2013"
"101287","1978","Graduate","Married","38136","3","2013"
"101289","1963","Graduate","Single","80695","1","2013"
"101290","1971","Master","Single","33316","3","2013"
"101292","1992","High School","Married","17256","3","2013"
"101293","1974","Graduate","Divorced","53034","3","2013"
"101295","1977","Undergraduate","Divorced","59601","2","2013"
"101297","1976","Graduate","Single","47025","2","2013"
"101298","1973","Graduate","Married","37971","3","2013"
"101301","1960","Undergraduate","Together","50523","4","2013"
"101302","1969","PhD","Married","56242","3","2013"
"101304","1975","Graduate","Single","56243","4","2013"
"101305","1985","Graduate","Married","21355","3","2013"
"101306","1971","Master","Together","57420","3","2013"
"101307","1970","Master","Together","51381","3","2013"
"101309","1956","Undergraduate","Together","54342","4","2013"
"101316","1972","Master","Married","53761","4","2013"
"101317","1973","Graduate","Together","22682","3","2013"
"101321","1956","Master","Married","63915","4","2013"
"101330","1953","Master","Married","67087","3","2013"
"101336","1990","Graduate","Single","34412","2","2013"
"101337","1979","Graduate","Single","57537","2","2013"
"101342","1972","Undergraduate","Single","65704","1","2013"
"101344","1970","Graduate","Married","28164","3","2013"
"101345","1972","PhD","Married","43269","3","2013"
"101347","1972","Graduate","Single","31907","1","2013"
"101349","1985","Graduate","Married","92533","2","2013"
"101350","1973","Graduate","Single","34853","3","2013"
"101351","1967","Graduate","Divorced","70844","3","2013"
"101352","1979","Undergraduate","Married","31086","4","2013"
"101353","1986","Undergraduate","Together","20491","2","2013"
"101355","1952","Graduate","Together","33402","4","2013"
"101356","1949","Master","Married","36408","4","2013"
"101359","1946","Graduate","Together","82657","2","2013"
"101360","1958","Graduate","Married","51876","2","2013"
"101363","1982","PhD","Together","70038","2","2013"
"101365","1972","Graduate","Together","46053","3","2013"
"101367","1953","Graduate","Single","73892","1","2013"
"101368","1967","PhD","Single","40304","2","2013"
"101371","1972","Graduate","Together","26290","4","2013"
"101375","1959","Graduate","Together","57957","3","2013"
"101377","1986","Master","Married","28072","3","2013"
"101378","1963","Master","Divorced","49476","2","2013"
"101379","1953","Graduate","Married","50725","3","2013"
"101381","1970","Graduate","Together","67419","3","2013"
"101382","1970","Undergraduate","Married","23162","4","2013"
"101383","1977","Graduate","Married","34380","3","2013"
"101384","1966","Graduate","Single","34704","2","2013"
"101387","1954","Graduate","Together","39898","3","2013"
"101388","1970","PhD","Married","59892","3","2013"
"101389","1987","Master","Single","41020","1","2013"
"101391","1981","Undergraduate","Together","19414","3","2013"
"101392","1980","Graduate","Married","19107","3","2013"
