"customer_key","year_birth","age_in_2014","generation","education","marital_status","living_situation","income","kidhome","teenhome","dt_customer","is_parent","household_size","year"
"100973","1951","63","Baby Boomer","Master","Married","Partner","59412","0","0","2014-04-19 00:00:00","false","2","2014"
"100981","1966","48","Gen X","Master","Together","Partner","33564","0","1","2014-06-24 00:00:00","true","3","2014"
"101921","1976","38","Gen X","Master","Married","Partner","53204","1","1","2014-03-20 00:00:00","true","4","2014"
"100760","1978","36","Gen X","Master","Married","Partner","43783","1","0","2014-05-29 00:00:00","true","3","2014"
"100111","1963","51","Baby Boomer","Master","Together","Partner","57288","0","1","2014-06-25 00:00:00","true","3","2014"
"101996","1972","42","Gen X","Master","Married","Partner","76234","0","1","2014-06-02 00:00:00","true","3","2014"
"100758","1960","54","Baby Boomer","Master","Together","Partner","17144","1","1","2014-02-15 00:00:00","true","4","2014"
"101033","1968","46","Gen X","Master","Single","Alone","50014","1","0","2014-01-22 00:00:00","true","2","2014"
"101476","1966","48","Gen X","Master","Together","Partner","45903","0","1","2014-04-23 00:00:00","true","3","2014"
"100385","1968","46","Gen X","Master","Married","Partner","70777","0","1","2014-02-25 00:00:00","true","3","2014"
"101771","1982","32","Millennial","Master","Married","Partner","21059","1","0","2014-07-01 00:00:00","true","3","2014"
"100375","1981","33","Millennial","Master","Single","Alone","36143","1","0","2014-03-30 00:00:00","true","2","2014"
"101772","1968","46","Gen X","Master","Married","Partner","29543","2","0","2014-01-04 00:00:00","true","4","2014"
"101094","1974","40","Gen X","Master","Together","Partner","21255","1","0","2014-01-21 00:00:00","true","3","2014"
"101103","1960","54","Baby Boomer","Master","Married","Partner","54197","0","1","2014-03-04 00:00:00","true","3","2014"
"101120","1957","57","Baby Boomer","Master","Married","Partner","66726","1","1","2014-12-01 00:00:00","true","4","2014"
"101496","1973","41","Gen X","Master","Married","Partner","60432","0","1","2014-09-03 00:00:00","true","3","2014"
"100710","1952","62","Baby Boomer","Master","Together","Partner","70545","0","1","2014-03-06 00:00:00","true","3","2014"
"101126","1991","23","Millennial","Master","Single","Alone","90638","0","0","2014-02-13 00:00:00","false","1","2014"
"100701","1976","38","Gen X","Master","Divorced","Alone","75012","0","0","2014-01-25 00:00:00","false","1","2014"
"100680","1988","26","Millennial","Master","Single","Alone","90247","0","0","2014-04-29 00:00:00","false","1","2014"
"100342","1976","38","Gen X","Master","Married","Partner","33181","1","0","2014-03-01 00:00:00","true","3","2014"
"101777","1959","55","Baby Boomer","Master","Married","Partner","34242","0","1","2014-03-23 00:00:00","true","3","2014"
"101522","1969","45","Gen X","Master","Together","Partner","35924","1","1","2014-03-23 00:00:00","true","4","2014"
"100193","1980","34","","Master","Married","Partner","69661","0","0","2014-05-13 00:00:00","false","2","2014"
"101786","1974","40","Gen X","Master","Married","Partner","83891","0","1","2014-06-20 00:00:00","true","3","2014"
"101536","1978","36","Gen X","Master","Single","Alone","35544","1","0","2014-08-03 00:00:00","true","2","2014"
"101171","1955","59","Baby Boomer","Master","Married","Partner","38452","1","1","2014-03-30 00:00:00","true","4","2014"
"101178","1956","58","Baby Boomer","Master","Together","Partner","55249","0","1","2014-04-17 00:00:00","true","3","2014"
"101184","1947","67","Baby Boomer","Master","Together","Partner","66000","0","0","2014-04-20 00:00:00","false","2","2014"
"101998","1957","57","Baby Boomer","Master","Together","Partner","65487","0","0","2014-10-01 00:00:00","false","2","2014"
"101806","1978","36","Gen X","Master","Together","Partner","85738","0","0","2014-01-23 00:00:00","false","2","2014"
"100309","1956","58","Baby Boomer","Master","Together","Partner","28839","1","1","2014-11-03 00:00:00","true","4","2014"
"100630","1960","54","Baby Boomer","Master","Single","Alone","98777","0","0","2014-02-17 00:00:00","false","1","2014"
"100181","1984","30","Millennial","Master","Married","Partner","30477","1","0","2014-01-22 00:00:00","true","3","2014"
"101575","1951","63","Baby Boomer","Master","Widow","Alone","73705","0","2","2014-05-03 00:00:00","true","3","2014"
"100278","1975","39","Gen X","Master","Married","Partner","44319","1","1","2014-04-17 00:00:00","true","4","2014"
"101232","1954","60","Baby Boomer","Master","Together","Partner","60033","0","1","2014-03-29 00:00:00","true","3","2014"
"100030","1989","25","Millennial","Master","Divorced","Alone","10979","0","0","2014-05-22 00:00:00","false","1","2014"
"100628","1977","37","Gen X","Master","Married","Partner","78710","0","1","2014-05-23 00:00:00","true","3","2014"
"101599","1979","35","Gen X","Master","Single","Alone","16653","1","0","2014-04-18 00:00:00","true","2","2014"
"102038","1956","58","Baby Boomer","Master","Together","Partner","69245","0","1","2014-01-24 00:00:00","true","3","2014"
"100126","1953","61","Baby Boomer","Master","Married","Partner","54348","1","1","2014-08-06 00:00:00","true","4","2014"
"102019","1950","64","Baby Boomer","Master","Divorced","Alone","38054","1","1","2014-01-05 00:00:00","true","3","2014"
"101654","1977","37","Gen X","Master","Single","Alone","36273","1","0","2014-04-16 00:00:00","true","2","2014"
"100534","1973","41","Gen X","Master","Married","Partner","27159","1","1","2014-03-29 00:00:00","true","4","2014"
"101272","1983","31","Millennial","Master","Married","Partner","35876","0","0","2014-04-20 00:00:00","false","2","2014"
"100517","1977","37","Gen X","Master","Together","Partner","57954","1","1","2014-06-18 00:00:00","true","4","2014"
"101854","1952","62","Baby Boomer","Master","Married","Partner","77027","0","1","2014-05-02 00:00:00","true","3","2014"
"100512","1977","37","Gen X","Master","Married","Partner","50353","0","0","2014-08-06 00:00:00","false","2","2014"
"101665","1969","45","Gen X","Master","Married","Partner","79734","0","0","2014-06-28 00:00:00","false","2","2014"
"101856","1979","35","Gen X","Master","Married","Partner","32765","1","0","2014-02-23 00:00:00","true","3","2014"
"101308","1955","59","Baby Boomer","Master","Divorced","Alone","46390","0","1","2014-05-05 00:00:00","true","2","2014"
"100149","1953","61","Baby Boomer","Master","Married","Partner","59354","0","2","2014-04-24 00:00:00","true","4","2014"
"101949","1957","57","Baby Boomer","Master","Absurd","Alone","65487","0","0","2014-10-01 00:00:00","false","1","2014"
"100506","1987","27","Millennial","Master","Single","Alone","73454","0","0","2014-01-03 00:00:00","false","1","2014"
"101883","1955","59","Baby Boomer","Master","Single","Alone","36927","1","1","2014-02-06 00:00:00","true","3","2014"
"101334","1969","45","Gen X","Master","Married","Partner","43142","1","1","2014-02-18 00:00:00","true","4","2014"
"101692","1968","46","Gen X","Master","Divorced","Alone","27071","1","0","2014-04-23 00:00:00","true","2","2014"
"100504","1944","70","Silent Generation","Master","Married","Partner","80184","0","0","2014-01-03 00:00:00","false","2","2014"
"101374","1950","64","Baby Boomer","Master","Widow","Alone","64866","0","1","2014-01-26 00:00:00","true","2","2014"
"101952","1954","60","Baby Boomer","Master","Divorced","Alone","62637","0","1","2014-01-03 00:00:00","true","2","2014"
"100120","1967","47","Gen X","Master","Single","Alone","32557","1","0","2014-02-24 00:00:00","true","2","2014"
"101961","1960","54","Baby Boomer","Master","Together","Partner","41275","1","2","2014-03-24 00:00:00","true","5","2014"
"100273","1981","33","Millennial","Master","Together","Partner","77882","0","0","2014-04-30 00:00:00","false","2","2014"
"101395","1970","44","Gen X","Master","Together","Partner","79419","0","0","2014-06-22 00:00:00","false","2","2014"
"100092","1972","42","Gen X","Master","Single","Alone","42394","1","0","2014-03-23 00:00:00","true","2","2014"
"101969","1975","39","Gen X","Master","Together","Partner","34176","0","1","2014-01-22 00:00:00","true","3","2014"
"100498","1959","55","Baby Boomer","Master","Together","Partner","89120","0","0","2014-03-17 00:00:00","false","2","2014"
"101413","1974","40","Gen X","Master","Married","Partner","63206","0","0","2014-03-20 00:00:00","false","2","2014"
"100267","1983","31","Millennial","Master","Single","Alone","31788","1","0","2014-03-20 00:00:00","true","2","2014"
"100258","1970","44","Gen X","Master","Married","Partner","44159","1","0","2014-06-17 00:00:00","true","3","2014"
"102026","1963","51","Baby Boomer","Master","Married","Partner","33562","1","2","2014-06-25 00:00:00","true","5","2014"
"101738","1989","25","Millennial","Master","Together","Partner","88420","0","0","2014-02-05 00:00:00","false","2","2014"
"101747","1987","27","Millennial","Master","Married","Partner","73395","0","0","2014-03-18 00:00:00","false","2","2014"
"100148","1966","48","Gen X","Master","Married","Partner","49605","0","0","2014-06-21 00:00:00","false","2","2014"
"100464","1977","37","Gen X","Master","Married","Partner","55842","0","1","2014-05-23 00:00:00","true","3","2014"
