"customer_key","year_birth","education","marital_status","income_group","kidhome","teenhome","dt_customer","age_in_2014","living_situation","is_parent","household_size","generation"
"100678","1978","Graduate","Married","Middle Income","2","0","2014-12-03 00:00:00","36","Partner","true","4","Gen X"
"100685","1986","Graduate","Married","Low Income","1","0","2013-12-07 00:00:00","28","Partner","true","3","Millennial"
"100690","1975","PhD","Married","Middle Income","0","0","2012-07-12 00:00:00","39","Partner","false","2","Gen X"
"100695","1965","Master","Married","Middle Income","0","1","2012-12-19 00:00:00","49","Partner","true","3","Gen X"
"100696","1954","Graduate","Married","Middle Income","0","0","2013-02-05 00:00:00","60","Partner","false","2","Baby Boomer"
"100697","1984","PhD","Married","Low Income","1","0","2014-05-23 00:00:00","30","Partner","true","3","Millennial"
"100698","1965","Graduate","Married","Middle Income","0","0","2013-02-13 00:00:00","49","Partner","false","2","Gen X"
"100699","1976","Graduate","Married","Low Income","1","0","2012-01-08 00:00:00","38","Partner","true","3","Gen X"
"100700","1955","Graduate","Married","High Income","0","0","2013-11-23 00:00:00","59","Partner","false","2","Baby Boomer"
"100702","1965","Master","Married","Middle Income","2","1","2013-11-10 00:00:00","49","Partner","true","5","Gen X"
"100708","1949","Graduate","Married","Middle Income","0","0","2014-04-29 00:00:00","65","Partner","false","2","Baby Boomer"
"100709","1973","Graduate","Married","Middle Income","0","1","2013-03-29 00:00:00","41","Partner","true","3","Gen X"
"100711","1989","High School","Married","Low Income","1","0","2013-03-18 00:00:00","25","Partner","true","3","Millennial"
"100717","1964","Graduate","Married","High Income","0","0","2014-01-25 00:00:00","50","Partner","false","2",""
"100719","1975","Undergraduate","Married","Low Income","1","0","2013-09-12 00:00:00","39","Partner","true","3","Gen X"
"100722","1954","Undergraduate","Married","Middle Income","0","0","2014-01-29 00:00:00","60","Partner","false","2","Baby Boomer"
"100725","1969","Graduate","Married","High Income","0","0","2013-02-28 00:00:00","45","Partner","false","2","Gen X"
"100729","1964","Graduate","Married","Middle Income","0","1","2013-09-19 00:00:00","50","Partner","true","3",""
"100730","1979","Master","Married","Middle Income","1","0","2013-03-15 00:00:00","35","Partner","true","3","Gen X"
"100731","1959","PhD","Married","Low Income","0","1","2014-06-04 00:00:00","55","Partner","true","3","Baby Boomer"
"100732","1981","Undergraduate","Married","Low Income","1","0","2013-03-10 00:00:00","33","Partner","true","3","Millennial"
"100734","1988","Master","Married","Middle Income","0","0","2013-10-28 00:00:00","26","Partner","false","2","Millennial"
"100737","1955","Graduate","Married","Middle Income","0","1","2013-04-27 00:00:00","59","Partner","true","3","Baby Boomer"
"100738","1977","Graduate","Married","Middle Income","0","0","2012-11-09 00:00:00","37","Partner","false","2","Gen X"
"100740","1965","Undergraduate","Married","Middle Income","0","1","2013-01-09 00:00:00","49","Partner","true","3","Gen X"
"100741","1956","Master","Married","Middle Income","0","1","2013-05-26 00:00:00","58","Partner","true","3","Baby Boomer"
"100742","1979","Graduate","Married","Middle Income","0","1","2013-03-07 00:00:00","35","Partner","true","3","Gen X"
"100743","1951","PhD","Married","Middle Income","0","0","2013-12-12 00:00:00","63","Partner","false","2","Baby Boomer"
"100745","1972","Graduate","Married","Low Income","1","1","2013-04-13 00:00:00","42","Partner","true","4","Gen X"
"100755","1972","Graduate","Married","Low Income","1","0","2014-03-19 00:00:00","42","Partner","true","3","Gen X"
"100757","1986","High School","Married","Low Income","1","0","2012-10-29 00:00:00","28","Partner","true","3","Millennial"
"100760","1978","Master","Married","Middle Income","1","0","2014-05-29 00:00:00","36","Partner","true","3","Gen X"
"100763","1957","PhD","Married","High Income","0","0","2012-07-11 00:00:00","57","Partner","false","2","Baby Boomer"
"100765","1978","Graduate","Married","Middle Income","1","1","2013-10-29 00:00:00","36","Partner","true","4","Gen X"
"100768","1954","PhD","Married","Middle Income","0","1","2014-06-28 00:00:00","60","Partner","true","3","Baby Boomer"
"100771","1968","Graduate","Married","Low Income","1","0","2013-12-14 00:00:00","46","Partner","true","3","Gen X"
"100772","1970","Master","Married","Middle Income","0","1","2013-12-13 00:00:00","44","Partner","true","3","Gen X"
"100774","1951","Graduate","Married","Low Income","1","1","2013-01-19 00:00:00","63","Partner","true","4","Baby Boomer"
"100776","1958","Graduate","Married","Middle Income","0","0","2013-06-04 00:00:00","56","Partner","false","2","Baby Boomer"
"100777","1976","Master","Married","Middle Income","0","2","2013-04-11 00:00:00","38","Partner","true","4","Gen X"
"100778","1971","Master","Married","Middle Income","0","1","2014-03-23 00:00:00","43","Partner","true","3","Gen X"
"100779","1957","Graduate","Married","Middle Income","0","1","2013-10-21 00:00:00","57","Partner","true","3","Baby Boomer"
"100780","1972","Graduate","Married","Middle Income","1","1","2013-03-22 00:00:00","42","Partner","true","4","Gen X"
"100782","1981","Graduate","Married","Low Income","0","0","2013-10-16 00:00:00","33","Partner","false","2","Millennial"
"100785","1955","Master","Married","Middle Income","0","1","2013-04-02 00:00:00","59","Partner","true","3","Baby Boomer"
"100788","1976","Graduate","Married","Low Income","1","1","2014-12-03 00:00:00","38","Partner","true","4","Gen X"
"100790","1972","Graduate","Married","Middle Income","0","1","2014-03-29 00:00:00","42","Partner","true","3","Gen X"
"100791","1978","Undergraduate","Married","Low Income","1","0","2013-01-09 00:00:00","36","Partner","true","3","Gen X"
"100793","1972","Graduate","Married","Low Income","1","0","2013-08-08 00:00:00","42","Partner","true","3","Gen X"
"100796","1954","Graduate","Married","High Income","1","2","2013-07-05 00:00:00","60","Partner","true","5","Baby Boomer"
"100804","1967","Graduate","Married","Low Income","1","1","2013-02-14 00:00:00","47","Partner","true","4","Gen X"
"100805","1956","Graduate","Married","Middle Income","0","1","2013-03-29 00:00:00","58","Partner","true","3","Baby Boomer"
"100811","1974","Graduate","Married","Middle Income","0","1","2012-11-29 00:00:00","40","Partner","true","3","Gen X"
"100813","1981","Graduate","Married","Low Income","1","0","2012-10-11 00:00:00","33","Partner","true","3","Millennial"
"100814","1960","Undergraduate","Married","High Income","0","0","2013-07-27 00:00:00","54","Partner","false","2","Baby Boomer"
"100819","1980","Graduate","Married","Low Income","2","0","2013-10-05 00:00:00","34","Partner","true","4",""
"100821","1957","Undergraduate","Married","High Income","0","0","2012-06-11 00:00:00","57","Partner","false","2","Baby Boomer"
"100823","1974","PhD","Married","Middle Income","0","1","2014-03-17 00:00:00","40","Partner","true","3","Gen X"
"100825","1973","Master","Married","Low Income","0","1","2014-04-03 00:00:00","41","Partner","true","3","Gen X"
"100826","1985","Graduate","Married","Middle Income","2","0","2013-02-19 00:00:00","29","Partner","true","4","Millennial"
"100828","1989","Undergraduate","Married","High Income","0","0","2013-05-05 00:00:00","25","Partner","false","2","Millennial"
"100831","1987","Graduate","Married","Low Income","0","0","2013-09-01 00:00:00","27","Partner","false","2","Millennial"
"100846","1983","Graduate","Married","Low Income","1","0","2013-02-14 00:00:00","31","Partner","true","3","Millennial"
"100850","1975","Graduate","Married","Low Income","0","1","2012-10-16 00:00:00","39","Partner","true","3","Gen X"
"100852","1981","Undergraduate","Married","Middle Income","1","1","2014-06-19 00:00:00","33","Partner","true","4","Millennial"
"100855","1959","Graduate","Married","Middle Income","1","1","2013-11-12 00:00:00","55","Partner","true","4","Baby Boomer"
"100858","1973","Graduate","Married","Low Income","1","0","2013-09-02 00:00:00","41","Partner","true","3","Gen X"
"100860","1983","Graduate","Married","Middle Income","0","0","2014-01-14 00:00:00","31","Partner","false","2","Millennial"
"100865","1974","PhD","Married","Low Income","1","0","2013-11-08 00:00:00","40","Partner","true","3","Gen X"
"100867","1958","Graduate","Married","High Income","0","0","2013-06-02 00:00:00","56","Partner","false","2","Baby Boomer"
"100876","1986","PhD","Married","Middle Income","0","0","2014-10-03 00:00:00","28","Partner","false","2","Millennial"
"100880","1972","Master","Married","Low Income","1","0","2013-07-14 00:00:00","42","Partner","true","3","Gen X"
"100882","1954","Graduate","Married","Middle Income","0","0","2013-11-05 00:00:00","60","Partner","false","2","Baby Boomer"
"100889","1948","PhD","Married","Low Income","1","1","2014-04-05 00:00:00","66","Partner","true","4","Baby Boomer"
"100892","1978","Graduate","Married","Middle Income","0","0","2014-10-02 00:00:00","36","Partner","false","2","Gen X"
"100894","1976","PhD","Married","Middle Income","0","1","2013-11-17 00:00:00","38","Partner","true","3","Gen X"
"100898","1989","High School","Married","Low Income","1","0","2012-12-22 00:00:00","25","Partner","true","3","Millennial"
"100901","1970","PhD","Married","Middle Income","0","1","2013-05-22 00:00:00","44","Partner","true","3","Gen X"
"100909","1987","PhD","Married","Middle Income","0","0","2012-01-10 00:00:00","27","Partner","false","2","Millennial"
"100910","1982","Undergraduate","Married","Middle Income","0","1","2014-02-16 00:00:00","32","Partner","true","3","Millennial"
"100919","1976","PhD","Married","Low Income","1","1","2013-10-02 00:00:00","38","Partner","true","4","Gen X"
"100920","1965","Graduate","Married","Middle Income","0","1","2012-01-12 00:00:00","49","Partner","true","3","Gen X"
"100922","1973","Graduate","Married","Middle Income","1","1","2014-07-05 00:00:00","41","Partner","true","4","Gen X"
"100927","1975","PhD","Married","Middle Income","0","1","2013-10-14 00:00:00","39","Partner","true","3","Gen X"
"100928","1980","Graduate","Married","Middle Income","1","1","2014-06-25 00:00:00","34","Partner","true","4",""
"100930","1973","Graduate","Married","High Income","0","0","2013-08-19 00:00:00","41","Partner","false","2","Gen X"
"100931","1973","Graduate","Married","Low Income","1","0","2012-12-10 00:00:00","41","Partner","true","3","Gen X"
"100932","1974","PhD","Married","Low Income","1","0","2013-04-13 00:00:00","40","Partner","true","3","Gen X"
"100934","1988","Graduate","Married","High Income","0","0","2014-02-02 00:00:00","26","Partner","false","2","Millennial"
"100936","1988","Undergraduate","Married","Low Income","1","0","2012-12-11 00:00:00","26","Partner","true","3","Millennial"
"100939","1962","Graduate","Married","High Income","0","0","2014-03-02 00:00:00","52","Partner","false","2","Baby Boomer"
"100941","1952","Graduate","Married","Low Income","1","1","2014-03-01 00:00:00","62","Partner","true","4","Baby Boomer"
"100946","1950","Graduate","Married","High Income","0","0","2013-08-15 00:00:00","64","Partner","false","2","Baby Boomer"
"100947","1974","PhD","Married","Middle Income","0","1","2013-08-21 00:00:00","40","Partner","true","3","Gen X"
"100948","1978","PhD","Married","High Income","0","0","2013-11-25 00:00:00","36","Partner","false","2","Gen X"
"100949","1969","Graduate","Married","Middle Income","0","0","2013-10-25 00:00:00","45","Partner","false","2","Gen X"
"100953","1972","Undergraduate","Married","Low Income","1","0","2012-11-29 00:00:00","42","Partner","true","3","Gen X"
"100958","1973","Graduate","Married","Middle Income","1","0","2013-08-13 00:00:00","41","Partner","true","3","Gen X"
"100962","1981","Undergraduate","Married","Middle Income","1","1","2013-03-27 00:00:00","33","Partner","true","4","Millennial"
"100964","1954","PhD","Married","Low Income","0","1","2013-05-17 00:00:00","60","Partner","true","3","Baby Boomer"
"100966","1953","Master","Married","Middle Income","0","1","2012-05-11 00:00:00","61","Partner","true","3","Baby Boomer"
"100972","1971","Master","Married","Low Income","1","1","2014-04-18 00:00:00","43","Partner","true","4","Gen X"
"100973","1951","Master","Married","Middle Income","0","0","2014-04-19 00:00:00","63","Partner","false","2","Baby Boomer"
"100974","1965","Undergraduate","Married","Middle Income","0","0","2014-07-04 00:00:00","49","Partner","false","2","Gen X"
"100976","1973","Graduate","Married","Low Income","1","0","2013-03-01 00:00:00","41","Partner","true","3","Gen X"
"100978","1973","Graduate","Married","Low Income","1","0","2014-06-19 00:00:00","41","Partner","true","3","Gen X"
"100982","1978","Graduate","Married","Low Income","1","0","2012-03-11 00:00:00","36","Partner","true","3","Gen X"
"100983","1967","PhD","Married","Middle Income","0","1","2013-08-04 00:00:00","47","Partner","true","3","Gen X"
"100991","1977","Undergraduate","Married","Low Income","1","0","2013-01-22 00:00:00","37","Partner","true","3","Gen X"
"100995","1971","PhD","Married","Low Income","1","0","2014-03-30 00:00:00","43","Partner","true","3","Gen X"
"100996","1953","Graduate","Married","Middle Income","0","1","2013-05-29 00:00:00","61","Partner","true","3","Baby Boomer"
"100997","1959","Graduate","Married","Middle Income","0","1","2014-04-23 00:00:00","55","Partner","true","3","Baby Boomer"
"100998","1954","Graduate","Married","Low Income","1","1","2012-03-11 00:00:00","60","Partner","true","4","Baby Boomer"
"101003","1966","Master","Married","Low Income","0","1","2013-09-25 00:00:00","48","Partner","true","3","Gen X"
"101004","1960","PhD","Married","Middle Income","0","1","2013-10-13 00:00:00","54","Partner","true","3","Baby Boomer"
"101006","1966","Graduate","Married","Middle Income","0","1","2013-05-07 00:00:00","48","Partner","true","3","Gen X"
"101008","1949","PhD","Married","Middle Income","0","0","2013-02-16 00:00:00","65","Partner","false","2","Baby Boomer"
"101010","1983","Master","Married","Low Income","1","0","2013-05-04 00:00:00","31","Partner","true","3","Millennial"
"101012","1974","Graduate","Married","Middle Income","0","1","2012-08-29 00:00:00","40","Partner","true","3","Gen X"
"101013","1951","PhD","Married","Middle Income","0","0","2013-09-08 00:00:00","63","Partner","false","2","Baby Boomer"
"101016","1949","Master","Married","Middle Income","1","1","2012-01-10 00:00:00","65","Partner","true","4","Baby Boomer"
"101020","1964","PhD","Married","Middle Income","0","1","2014-11-04 00:00:00","50","Partner","true","3",""
"101021","1961","Graduate","Married","Low Income","1","1","2012-12-09 00:00:00","53","Partner","true","4","Baby Boomer"
"101025","1978","Graduate","Married","Middle Income","0","0","2014-04-03 00:00:00","36","Partner","false","2","Gen X"
"101028","1953","Graduate","Married","Low Income","0","1","2014-02-24 00:00:00","61","Partner","true","3","Baby Boomer"
"101031","1981","PhD","Married","High Income","0","0","2013-01-05 00:00:00","33","Partner","false","2","Millennial"
"101034","1978","PhD","Married","Middle Income","1","0","2013-04-22 00:00:00","36","Partner","true","3","Gen X"
"101036","1971","Graduate","Married","Low Income","1","0","2012-11-17 00:00:00","43","Partner","true","3","Gen X"
"101037","1956","Graduate","Married","Middle Income","0","0","2012-08-22 00:00:00","58","Partner","false","2","Baby Boomer"
"101040","1977","Graduate","Married","Middle Income","0","1","2013-04-02 00:00:00","37","Partner","true","3","Gen X"
"101045","1973","PhD","Married","High Income","0","0","2014-05-29 00:00:00","41","Partner","false","2","Gen X"
"101047","1965","PhD","Married","Middle Income","1","1","2014-12-03 00:00:00","49","Partner","true","4","Gen X"
"101052","1979","Graduate","Married","Middle Income","0","1","2013-02-01 00:00:00","35","Partner","true","3","Gen X"
"101054","1979","Undergraduate","Married","Middle Income","0","1","2013-05-20 00:00:00","35","Partner","true","3","Gen X"
"101055","1986","Graduate","Married","Low Income","1","0","2013-02-08 00:00:00","28","Partner","true","3","Millennial"
"101057","1972","Graduate","Married","Low Income","1","0","2014-03-24 00:00:00","42","Partner","true","3","Gen X"
"101059","1952","PhD","Married","Middle Income","0","1","2014-06-19 00:00:00","62","Partner","true","3","Baby Boomer"
"101060","1974","Undergraduate","Married","Middle Income","1","0","2014-01-30 00:00:00","40","Partner","true","3","Gen X"
"101061","1965","Graduate","Married","Middle Income","1","1","2014-05-31 00:00:00","49","Partner","true","4","Gen X"
"101067","1983","PhD","Married","Low Income","1","0","2013-10-16 00:00:00","31","Partner","true","3","Millennial"
"101068","1983","Master","Married","Low Income","0","0","2013-09-20 00:00:00","31","Partner","false","2","Millennial"
"101070","1978","Undergraduate","Married","Middle Income","0","1","2013-12-09 00:00:00","36","Partner","true","3","Gen X"
"101072","1979","PhD","Married","Low Income","1","0","2012-11-22 00:00:00","35","Partner","true","3","Gen X"
"101075","1954","Graduate","Married","Middle Income","0","1","2012-11-18 00:00:00","60","Partner","true","3","Baby Boomer"
"101081","1951","Master","Married","Middle Income","0","1","2013-01-15 00:00:00","63","Partner","true","3","Baby Boomer"
"101083","1978","Graduate","Married","Middle Income","1","0","2014-07-06 00:00:00","36","Partner","true","3","Gen X"
"101087","1968","PhD","Married","Low Income","1","1","2012-05-08 00:00:00","46","Partner","true","4","Gen X"
"101089","1961","Graduate","Married","Middle Income","0","1","2013-02-02 00:00:00","53","Partner","true","3","Baby Boomer"
"101090","1989","Graduate","Married","Low Income","1","0","2013-01-31 00:00:00","25","Partner","true","3","Millennial"
"101097","1954","PhD","Married","Middle Income","0","1","2013-12-11 00:00:00","60","Partner","true","3","Baby Boomer"
"101101","1979","Graduate","Married","Low Income","0","1","2012-08-29 00:00:00","35","Partner","true","3","Gen X"
"101103","1960","Master","Married","Middle Income","0","1","2014-03-04 00:00:00","54","Partner","true","3","Baby Boomer"
"101105","1976","Graduate","Married","Middle Income","1","1","2013-07-21 00:00:00","38","Partner","true","4","Gen X"
"101107","1961","Graduate","Married","Middle Income","0","0","2014-05-29 00:00:00","53","Partner","false","2","Baby Boomer"
"101108","1951","Graduate","Married","Middle Income","0","1","2013-11-03 00:00:00","63","Partner","true","3","Baby Boomer"
"101109","1965","Graduate","Married","Middle Income","0","1","2014-03-23 00:00:00","49","Partner","true","3","Gen X"
"101110","1965","Graduate","Married","Middle Income","0","1","2012-10-20 00:00:00","49","Partner","true","3","Gen X"
"101112","1974","PhD","Married","Middle Income","0","1","2013-10-13 00:00:00","40","Partner","true","3","Gen X"
"101113","1972","Graduate","Married","Middle Income","0","1","2013-05-23 00:00:00","42","Partner","true","3","Gen X"
"101114","1968","Undergraduate","Married","Middle Income","0","1","2013-05-07 00:00:00","46","Partner","true","3","Gen X"
"101116","1948","Graduate","Married","Middle Income","0","0","2013-05-29 00:00:00","66","Partner","false","2","Baby Boomer"
"101118","1996","High School","Married","Low Income","0","0","2014-02-17 00:00:00","18","Partner","false","2",""
"101119","1990","PhD","Married","Middle Income","0","0","2012-08-26 00:00:00","24","Partner","false","2","Millennial"
"101120","1957","Master","Married","Middle Income","1","1","2014-12-01 00:00:00","57","Partner","true","4","Baby Boomer"
"101122","1960","Master","Married","Middle Income","0","1","2013-11-13 00:00:00","54","Partner","true","3","Baby Boomer"
"101123","1952","Master","Married","Low Income","1","1","2012-03-11 00:00:00","62","Partner","true","4","Baby Boomer"
"101124","1981","Graduate","Married","Middle Income","0","1","2013-05-17 00:00:00","33","Partner","true","3","Millennial"
"101128","1957","Graduate","Married","Middle Income","0","1","2013-05-01 00:00:00","57","Partner","true","3","Baby Boomer"
"101133","1965","Graduate","Married","Middle Income","1","1","2013-08-22 00:00:00","49","Partner","true","4","Gen X"
"101136","1974","Undergraduate","Married","Middle Income","0","2","2014-02-27 00:00:00","40","Partner","true","4","Gen X"
"101141","1969","Master","Married","Middle Income","1","1","2013-04-22 00:00:00","45","Partner","true","4","Gen X"
"101142","1969","Master","Married","Middle Income","1","0","2013-03-31 00:00:00","45","Partner","true","3","Gen X"
"101143","1972","PhD","Married","Middle Income","0","0","2014-05-04 00:00:00","42","Partner","false","2","Gen X"
"101145","1977","Graduate","Married","Middle Income","1","1","2013-11-09 00:00:00","37","Partner","true","4","Gen X"
"101146","1959","Graduate","Married","Middle Income","0","1","2013-01-25 00:00:00","55","Partner","true","3","Baby Boomer"
"101147","1958","Master","Married","Middle Income","0","1","2013-12-31 00:00:00","56","Partner","true","3","Baby Boomer"
"101149","1956","Master","Married","Middle Income","0","1","2013-02-20 00:00:00","58","Partner","true","3","Baby Boomer"
"101150","1990","Graduate","Married","Low Income","0","0","2013-10-29 00:00:00","24","Partner","false","2","Millennial"
"101157","1972","Graduate","Married","Middle Income","1","1","2012-10-31 00:00:00","42","Partner","true","4","Gen X"
"101163","1973","Graduate","Married","Low Income","1","0","2013-09-22 00:00:00","41","Partner","true","3","Gen X"
"101165","1981","Graduate","Married","Middle Income","1","1","2013-07-30 00:00:00","33","Partner","true","4","Millennial"
"101167","1959","PhD","Married","Middle Income","0","1","2013-04-28 00:00:00","55","Partner","true","3","Baby Boomer"
"101169","1986","Graduate","Married","Low Income","1","0","2012-10-22 00:00:00","28","Partner","true","3","Millennial"
"101170","1975","Master","Married","Middle Income","0","1","2013-08-15 00:00:00","39","Partner","true","3","Gen X"
"101171","1955","Master","Married","Low Income","1","1","2014-03-30 00:00:00","59","Partner","true","4","Baby Boomer"
"101177","1971","Graduate","Married","Middle Income","1","0","2014-05-26 00:00:00","43","Partner","true","3","Gen X"
"101182","1967","PhD","Married","Middle Income","2","1","2013-03-10 00:00:00","47","Partner","true","5","Gen X"
"101190","1975","Graduate","Married","Middle Income","0","1","2014-05-24 00:00:00","39","Partner","true","3","Gen X"
"101191","1965","PhD","Married","Middle Income","0","0","2013-08-27 00:00:00","49","Partner","false","2","Gen X"
"101192","1952","Graduate","Married","Middle Income","0","2","2013-07-16 00:00:00","62","Partner","true","4","Baby Boomer"
"101193","1967","PhD","Married","Middle Income","0","1","2013-02-22 00:00:00","47","Partner","true","3","Gen X"
"101194","1972","Graduate","Married","Middle Income","0","1","2013-12-09 00:00:00","42","Partner","true","3","Gen X"
"101195","1970","PhD","Married","Middle Income","1","1","2012-07-30 00:00:00","44","Partner","true","4","Gen X"
"101196","1955","Undergraduate","Married","Middle Income","0","1","2012-03-08 00:00:00","59","Partner","true","3","Baby Boomer"
"101197","1975","Graduate","Married","Middle Income","0","1","2014-12-05 00:00:00","39","Partner","true","3","Gen X"
"101198","1976","Graduate","Married","Low Income","1","1","2014-03-19 00:00:00","38","Partner","true","4","Gen X"
"101202","1960","Graduate","Married","Low Income","1","1","2013-06-07 00:00:00","54","Partner","true","4","Baby Boomer"
"101204","1963","PhD","Married","Middle Income","1","1","2012-09-24 00:00:00","51","Partner","true","4","Baby Boomer"
"101206","1948","PhD","Married","Middle Income","0","1","2013-08-20 00:00:00","66","Partner","true","3","Baby Boomer"
"101208","1944","Graduate","Married","Middle Income","0","0","2014-07-04 00:00:00","70","Partner","false","2","Silent Generation"
"101211","1966","Master","Married","Middle Income","1","1","2013-03-19 00:00:00","48","Partner","true","4","Gen X"
"101213","1971","Graduate","Married","Middle Income","0","1","2013-02-26 00:00:00","43","Partner","true","3","Gen X"
"101214","1975","Master","Married","Low Income","1","0","2013-12-16 00:00:00","39","Partner","true","3","Gen X"
"101215","1964","Graduate","Married","Middle Income","1","2","2013-01-01 00:00:00","50","Partner","true","5",""
"101217","1975","Graduate","Married","Middle Income","0","1","2013-11-29 00:00:00","39","Partner","true","3","Gen X"
"101220","1957","PhD","Married","Low Income","1","1","2012-09-20 00:00:00","57","Partner","true","4","Baby Boomer"
"101222","1951","High School","Married","Low Income","0","0","2012-05-11 00:00:00","63","Partner","false","2","Baby Boomer"
"101224","1972","PhD","Married","Middle Income","0","1","2012-11-23 00:00:00","42","Partner","true","3","Gen X"
"101225","1969","Undergraduate","Married","Middle Income","1","1","2013-08-06 00:00:00","45","Partner","true","4","Gen X"
"101226","1972","Master","Married","High Income","0","0","2013-10-02 00:00:00","42","Partner","false","2","Gen X"
"101227","1971","Graduate","Married","Middle Income","0","0","2012-12-30 00:00:00","43","Partner","false","2","Gen X"
"101228","1956","Graduate","Married","Low Income","0","0","2013-05-09 00:00:00","58","Partner","false","2","Baby Boomer"
"101229","1973","Undergraduate","Married","Middle Income","1","0","2014-03-18 00:00:00","41","Partner","true","3","Gen X"
"101235","1946","Graduate","Married","Middle Income","0","0","2014-02-19 00:00:00","68","Partner","false","2","Baby Boomer"
"101238","1985","Undergraduate","Married","Low Income","0","0","2014-02-18 00:00:00","29","Partner","false","2","Millennial"
"101240","1979","Graduate","Married","Middle Income","0","0","2012-01-11 00:00:00","35","Partner","false","2","Gen X"
"101243","1965","PhD","Married","High Income","0","0","2014-05-23 00:00:00","49","Partner","false","2","Gen X"
"101244","1982","Graduate","Married","Middle Income","0","0","2014-01-14 00:00:00","32","Partner","false","2","Millennial"
"101246","1960","PhD","Married","Middle Income","0","1","2014-01-31 00:00:00","54","Partner","true","3","Baby Boomer"
"101250","1989","Undergraduate","Married","Middle Income","1","0","2014-11-01 00:00:00","25","Partner","true","3","Millennial"
"101253","1973","Undergraduate","Married","Middle Income","1","1","2014-10-06 00:00:00","41","Partner","true","4","Gen X"
"101255","1960","Master","Married","High Income","0","0","2013-04-22 00:00:00","54","Partner","false","2","Baby Boomer"
"101259","1974","High School","Married","Low Income","1","0","2014-03-29 00:00:00","40","Partner","true","3","Gen X"
"101260","1962","Master","Married","Middle Income","0","1","2013-02-14 00:00:00","52","Partner","true","3","Baby Boomer"
"101261","1982","Graduate","Married","Low Income","0","0","2014-04-18 00:00:00","32","Partner","false","2","Millennial"
"101262","1975","PhD","Married","Middle Income","1","0","2013-09-25 00:00:00","39","Partner","true","3","Gen X"
"101265","1979","Graduate","Married","Low Income","1","0","2014-07-03 00:00:00","35","Partner","true","3","Gen X"
"101266","1969","Graduate","Married","Middle Income","1","1","2012-12-12 00:00:00","45","Partner","true","4","Gen X"
"101267","1962","Graduate","Married","Middle Income","0","1","2013-09-18 00:00:00","52","Partner","true","3","Baby Boomer"
"101269","1978","Master","Married","High Income","1","0","2012-08-18 00:00:00","36","Partner","true","3","Gen X"
"101270","1975","Graduate","Married","Middle Income","0","1","2013-09-17 00:00:00","39","Partner","true","3","Gen X"
"101272","1983","Master","Married","Low Income","0","0","2014-04-20 00:00:00","31","Partner","false","2","Millennial"
"101276","1977","Master","Married","Middle Income","0","1","2012-11-21 00:00:00","37","Partner","true","3","Gen X"
"101277","1990","Graduate","Married","Low Income","0","0","2013-02-16 00:00:00","24","Partner","false","2","Millennial"
"101279","1959","Undergraduate","Married","Low Income","0","1","2013-10-02 00:00:00","55","Partner","true","3","Baby Boomer"
"101284","1965","Graduate","Married","Middle Income","0","1","2014-01-27 00:00:00","49","Partner","true","3","Gen X"
"101285","1982","Graduate","Married","Middle Income","0","0","2012-09-11 00:00:00","32","Partner","false","2","Millennial"
"101287","1978","Graduate","Married","Low Income","1","0","2013-04-22 00:00:00","36","Partner","true","3","Gen X"
"101292","1992","High School","Married","Low Income","1","0","2013-11-23 00:00:00","22","Partner","true","3","Millennial"
"101298","1973","Graduate","Married","Low Income","1","0","2013-11-25 00:00:00","41","Partner","true","3","Gen X"
"101299","1958","Graduate","Married","Middle Income","0","1","2014-05-13 00:00:00","56","Partner","true","3","Baby Boomer"
"101302","1969","PhD","Married","Middle Income","0","1","2013-03-03 00:00:00","45","Partner","true","3","Gen X"
"101305","1985","Graduate","Married","Low Income","1","0","2013-08-20 00:00:00","29","Partner","true","3","Millennial"
"101312","1973","Graduate","Married","Low Income","1","0","2012-06-10 00:00:00","41","Partner","true","3","Gen X"
"101313","1948","Graduate","Married","High Income","0","0","2014-01-15 00:00:00","66","Partner","false","2","Baby Boomer"
"101316","1972","Master","Married","Middle Income","1","1","2013-11-10 00:00:00","42","Partner","true","4","Gen X"
"101320","1972","PhD","Married","Low Income","1","0","2014-05-15 00:00:00","42","Partner","true","3","Gen X"
"101321","1956","Master","Married","Middle Income","0","2","2013-07-30 00:00:00","58","Partner","true","4","Baby Boomer"
"101324","1969","PhD","Married","Middle Income","1","1","2012-10-12 00:00:00","45","Partner","true","4","Gen X"
"101325","1961","Graduate","Married","Middle Income","1","1","2012-08-25 00:00:00","53","Partner","true","4","Baby Boomer"
"101326","1953","Graduate","Married","Low Income","0","1","2014-04-21 00:00:00","61","Partner","true","3","Baby Boomer"
"101328","1970","Master","Married","Middle Income","1","0","2012-12-10 00:00:00","44","Partner","true","3","Gen X"
"101329","1967","PhD","Married","Low Income","1","1","2012-07-08 00:00:00","47","Partner","true","4","Gen X"
"101330","1953","Master","Married","Middle Income","0","1","2013-12-17 00:00:00","61","Partner","true","3","Baby Boomer"
"101331","1950","Graduate","Married","Middle Income","0","1","2012-08-09 00:00:00","64","Partner","true","3","Baby Boomer"
"101333","1977","PhD","Married","Middle Income","0","1","2012-09-28 00:00:00","37","Partner","true","3","Gen X"
"101334","1969","Master","Married","Middle Income","1","1","2014-02-18 00:00:00","45","Partner","true","4","Gen X"
"101335","1944","Graduate","Married","High Income","0","0","2014-01-22 00:00:00","70","Partner","false","2","Silent Generation"
