"customer_key","year_birth","age_in_2014","generation","education","marital_status","living_situation","income","kidhome","teenhome","dt_customer","is_parent","household_size","income_group"
"100625","1971","43","Gen X","PhD","Married","Partner","46463","1","1","2013-08-18 00:00:00","true","4","Middle Income"
"100627","1970","44","Gen X","Master","Divorced","Alone","55282","1","0","2013-12-13 00:00:00","true","2","Middle Income"
"100628","1977","37","Gen X","Master","Married","Partner","78710","0","1","2014-05-23 00:00:00","true","3","Middle Income"
"100630","1960","54","Baby Boomer","Master","Single","Alone","98777","0","0","2014-02-17 00:00:00","false","1","High Income"
"100633","1950","64","Baby Boomer","PhD","Together","Partner","50616","0","1","2014-04-13 00:00:00","true","3","Middle Income"
"100637","1947","67","Baby Boomer","PhD","Together","Partner","73059","0","1","2013-08-31 00:00:00","true","3","Middle Income"
"100638","1966","48","Gen X","PhD","Single","Alone","46734","1","2","2013-10-21 00:00:00","true","4","Middle Income"
"100642","1956","58","Baby Boomer","Master","Together","Partner","14661","0","0","2013-01-01 00:00:00","false","2","Low Income"
"100644","1974","40","Gen X","PhD","Together","Partner","45068","0","1","2013-05-16 00:00:00","true","3","Middle Income"
"100646","1968","46","Gen X","PhD","Married","Partner","29187","1","0","2013-09-05 00:00:00","true","3","Low Income"
"100648","1964","50","","PhD","Married","Partner","59304","0","1","2013-07-29 00:00:00","true","3","Middle Income"
"100649","1962","52","Baby Boomer","Master","Single","Alone","59247","0","2","2013-08-11 00:00:00","true","3","Middle Income"
"100653","1963","51","Baby Boomer","PhD","Married","Partner","81300","0","1","2012-10-30 00:00:00","true","3","High Income"
"100656","1980","34","","PhD","Single","Alone","65295","0","0","2013-12-23 00:00:00","false","1","Middle Income"
"100662","1976","38","Gen X","PhD","Divorced","Alone","66476","0","1","2013-07-03 00:00:00","true","2","Middle Income"
"100663","1972","42","Gen X","PhD","Single","Alone","86857","0","0","2012-12-09 00:00:00","false","1","High Income"
"100664","1982","32","Millennial","PhD","Married","Partner","160803","0","0","2012-04-08 00:00:00","false","2","High Income"
"100665","1989","25","Millennial","PhD","Together","Partner","77845","0","0","2014-05-16 00:00:00","false","2","Middle Income"
"100666","1969","45","Gen X","PhD","Together","Partner","69476","0","0","2013-09-30 00:00:00","false","2","Middle Income"
"100667","1960","54","Baby Boomer","PhD","Divorced","Alone","50611","0","1","2012-04-10 00:00:00","true","2","Middle Income"
"100669","1958","56","Baby Boomer","Master","Together","Partner","42315","0","1","2013-12-07 00:00:00","true","3","Middle Income"
"100671","1949","65","Baby Boomer","Master","Widow","Alone","47570","1","1","2013-05-29 00:00:00","true","3","Middle Income"
"100672","1961","53","Baby Boomer","Master","Married","Partner","61923","0","2","2013-07-26 00:00:00","true","4","Middle Income"
"100674","1949","65","Baby Boomer","PhD","Single","Alone","26518","1","1","2013-08-04 00:00:00","true","3","Low Income"
"100680","1988","26","Millennial","Master","Single","Alone","90247","0","0","2014-04-29 00:00:00","false","1","High Income"
"100681","1968","46","Gen X","Master","Divorced","Alone","41335","1","0","2013-12-26 00:00:00","true","2","Middle Income"
"100682","1970","44","Gen X","PhD","Divorced","Alone","35682","1","0","2014-06-27 00:00:00","true","2","Low Income"
"100684","1948","66","Baby Boomer","PhD","Together","Partner","66375","0","1","2013-11-21 00:00:00","true","3","Middle Income"
"100686","1965","49","Gen X","Master","Single","Alone","55250","0","1","2012-10-21 00:00:00","true","2","Middle Income"
"100690","1975","39","Gen X","PhD","Married","Partner","76618","0","0","2012-07-12 00:00:00","false","2","Middle Income"
"100695","1965","49","Gen X","Master","Married","Partner","74806","0","1","2012-12-19 00:00:00","true","3","Middle Income"
"100697","1984","30","Millennial","PhD","Married","Partner","18988","1","0","2014-05-23 00:00:00","true","3","Low Income"
"100701","1976","38","Gen X","Master","Divorced","Alone","75012","0","0","2014-01-25 00:00:00","false","1","Middle Income"
"100702","1965","49","Gen X","Master","Married","Partner","56962","2","1","2013-11-10 00:00:00","true","5","Middle Income"
"100704","1949","65","Baby Boomer","PhD","Divorced","Alone","35946","1","1","2013-09-27 00:00:00","true","3","Low Income"
"100705","1953","61","Baby Boomer","PhD","Together","Partner","53593","1","1","2012-07-08 00:00:00","true","4","Middle Income"
"100706","1948","66","Baby Boomer","PhD","Divorced","Alone","45072","1","2","2013-10-16 00:00:00","true","4","Middle Income"
"100710","1952","62","Baby Boomer","Master","Together","Partner","70545","0","1","2014-03-06 00:00:00","true","3","Middle Income"
"100713","1953","61","Baby Boomer","PhD","Single","Alone","64108","0","1","2013-03-23 00:00:00","true","2","Middle Income"
"100714","1956","58","Baby Boomer","Master","Together","Partner","34941","1","1","2013-06-03 00:00:00","true","4","Low Income"
"100715","1950","64","Baby Boomer","PhD","Single","Alone","48767","1","2","2014-01-01 00:00:00","true","4","Middle Income"
"100723","1972","42","Gen X","PhD","Together","Partner","83443","0","0","2013-12-31 00:00:00","false","2","High Income"
"100724","1958","56","Baby Boomer","PhD","Together","Partner","51518","0","1","2013-03-10 00:00:00","true","3","Middle Income"
"100728","1972","42","Gen X","PhD","Together","Partner","62220","0","1","2012-11-08 00:00:00","true","3","Middle Income"
"100730","1979","35","Gen X","Master","Married","Partner","40662","1","0","2013-03-15 00:00:00","true","3","Middle Income"
"100731","1959","55","Baby Boomer","PhD","Married","Partner","38829","0","1","2014-06-04 00:00:00","true","3","Low Income"
"100734","1988","26","Millennial","Master","Married","Partner","78285","0","0","2013-10-28 00:00:00","false","2","Middle Income"
"100735","1978","36","Gen X","PhD","Single","Alone","31626","1","0","2013-10-05 00:00:00","true","2","Low Income"
"100741","1956","58","Baby Boomer","Master","Married","Partner","62058","0","1","2013-05-26 00:00:00","true","3","Middle Income"
"100743","1951","63","Baby Boomer","PhD","Married","Partner","78939","0","0","2013-12-12 00:00:00","false","2","Middle Income"
"100746","1957","57","Baby Boomer","PhD","Together","Partner","6835","0","1","2012-08-12 00:00:00","true","3","Low Income"
"100748","1965","49","Gen X","PhD","Single","Alone","40760","0","1","2013-08-30 00:00:00","true","2","Middle Income"
"100749","1958","56","Baby Boomer","PhD","Together","Partner","74250","0","0","2014-01-26 00:00:00","false","2","Middle Income"
"100750","1955","59","Baby Boomer","Master","Single","Alone","51124","1","1","2013-12-18 00:00:00","true","3","Middle Income"
"100752","1974","40","Gen X","PhD","Single","Alone","71466","0","0","2014-05-04 00:00:00","false","1","Middle Income"
"100758","1960","54","Baby Boomer","Master","Together","Partner","17144","1","1","2014-02-15 00:00:00","true","4","Low Income"
"100759","1968","46","Gen X","PhD","Divorced","Alone","42564","0","1","2013-02-01 00:00:00","true","2","Middle Income"
"100760","1978","36","Gen X","Master","Married","Partner","43783","1","0","2014-05-29 00:00:00","true","3","Middle Income"
"100762","1945","69","","Master","Together","Partner","62847","0","0","2013-01-15 00:00:00","false","2","Middle Income"
"100763","1957","57","Baby Boomer","PhD","Married","Partner","82017","0","0","2012-07-11 00:00:00","false","2","High Income"
"100767","1962","52","Baby Boomer","Master","Single","Alone","45183","0","0","2013-01-20 00:00:00","false","1","Middle Income"
"100768","1954","60","Baby Boomer","PhD","Married","Partner","70421","0","1","2014-06-28 00:00:00","true","3","Middle Income"
"100772","1970","44","Gen X","Master","Married","Partner","61872","0","1","2013-12-13 00:00:00","true","3","Middle Income"
"100775","1944","70","Silent Generation","PhD","Single","Alone","82716","0","0","2013-05-11 00:00:00","false","1","High Income"
"100777","1976","38","Gen X","Master","Married","Partner","49681","0","2","2013-04-11 00:00:00","true","4","Middle Income"
"100778","1971","43","Gen X","Master","Married","Partner","56850","0","1","2014-03-23 00:00:00","true","3","Middle Income"
"100785","1955","59","Baby Boomer","Master","Married","Partner","52750","0","1","2013-04-02 00:00:00","true","3","Middle Income"
"100786","1986","28","Millennial","PhD","Together","Partner","91820","0","0","2013-11-23 00:00:00","false","2","High Income"
"100787","1970","44","Gen X","PhD","Together","Partner","65968","0","1","2014-12-05 00:00:00","true","3","Middle Income"
"100792","1980","34","","PhD","Single","Alone","76412","0","0","2013-05-05 00:00:00","false","1","Middle Income"
"100798","1958","56","Baby Boomer","PhD","Widow","Alone","80995","0","1","2013-11-05 00:00:00","true","2","High Income"
"100800","1976","38","Gen X","PhD","Divorced","Alone","55412","1","1","2013-11-22 00:00:00","true","3","Middle Income"
"100802","1967","47","Gen X","PhD","Together","Partner","56575","0","2","2013-05-05 00:00:00","true","4","Middle Income"
"100806","1972","42","Gen X","Master","Single","Alone","49494","1","0","2013-04-25 00:00:00","true","2","Middle Income"
"100817","1956","58","Baby Boomer","Master","Single","Alone","55284","0","1","2012-12-24 00:00:00","true","2","Middle Income"
"100822","1966","48","Gen X","PhD","Together","Partner","30843","1","1","2014-05-26 00:00:00","true","4","Low Income"
"100823","1974","40","Gen X","PhD","Married","Partner","46374","0","1","2014-03-17 00:00:00","true","3","Middle Income"
"100825","1973","41","Gen X","Master","Married","Partner","38576","0","1","2014-04-03 00:00:00","true","3","Low Income"
"100830","1969","45","Gen X","Master","Together","Partner","44602","1","1","2014-02-15 00:00:00","true","4","Middle Income"
"100834","1973","41","Gen X","PhD","Together","Partner","57906","0","1","2013-11-06 00:00:00","true","3","Middle Income"
"100835","1966","48","Gen X","Master","Single","Alone","43456","0","1","2013-03-26 00:00:00","true","2","Middle Income"
"100836","1986","28","Millennial","Master","Single","Alone","19485","2","0","2013-09-24 00:00:00","true","3","Low Income"
"100839","1983","31","Millennial","PhD","Together","Partner","70123","0","0","2013-09-28 00:00:00","false","2","Middle Income"
"100843","1978","36","Gen X","Master","Together","Partner","61346","1","0","2013-06-10 00:00:00","true","3","Middle Income"
"100845","1971","43","Gen X","Master","Divorced","Alone","42835","1","1","2013-06-30 00:00:00","true","3","Middle Income"
"100847","1956","58","Baby Boomer","Master","Single","Alone","86424","0","0","2014-05-04 00:00:00","false","1","High Income"
"100853","1970","44","Gen X","PhD","Together","Partner","82072","0","0","2013-02-07 00:00:00","false","2","High Income"
"100854","1953","61","Baby Boomer","PhD","Single","Alone","46231","2","1","2012-11-26 00:00:00","true","4","Middle Income"
"100857","1978","36","Gen X","Master","Single","Alone","68092","0","0","2013-12-16 00:00:00","false","1","Middle Income"
"100859","1965","49","Gen X","Master","Widow","Alone","51390","1","1","2012-08-09 00:00:00","true","3","Middle Income"
"100862","1972","42","Gen X","PhD","Single","Alone","55260","0","1","2012-12-12 00:00:00","true","2","Middle Income"
"100865","1974","40","Gen X","PhD","Married","Partner","37087","1","0","2013-11-08 00:00:00","true","3","Low Income"
"100876","1986","28","Millennial","PhD","Married","Partner","45921","0","0","2014-10-03 00:00:00","false","2","Middle Income"
"100877","1966","48","Gen X","PhD","Single","Alone","78420","0","0","2013-06-29 00:00:00","false","1","Middle Income"
"100879","1963","51","Baby Boomer","PhD","Widow","Alone","52278","0","1","2013-01-25 00:00:00","true","2","Middle Income"
"100880","1972","42","Gen X","Master","Married","Partner","35641","1","0","2013-07-14 00:00:00","true","3","Low Income"
"100883","1960","54","Baby Boomer","Master","Together","Partner","73113","0","0","2013-12-26 00:00:00","false","2","Middle Income"
"100885","1954","60","Baby Boomer","PhD","Single","Alone","74637","0","0","2013-05-18 00:00:00","false","1","Middle Income"
"100886","1955","59","Baby Boomer","PhD","Together","Partner","46015","1","1","2014-04-13 00:00:00","true","4","Middle Income"
"100888","1969","45","Gen X","Master","Single","Alone","39858","1","0","2013-01-24 00:00:00","true","2","Low Income"
"100889","1948","66","Baby Boomer","PhD","Married","Partner","34469","1","1","2014-04-05 00:00:00","true","4","Low Income"
"100891","1979","35","Gen X","Master","Together","Partner","24401","0","0","2012-08-31 00:00:00","false","2","Low Income"
"100894","1976","38","Gen X","PhD","Married","Partner","68397","0","1","2013-11-17 00:00:00","true","3","Middle Income"
"100895","1974","40","Gen X","PhD","Together","Partner","79632","0","0","2014-08-04 00:00:00","false","2","Middle Income"
"100897","1951","63","Baby Boomer","PhD","Single","Alone","64950","0","1","2012-12-08 00:00:00","true","2","Middle Income"
"100899","1971","43","Gen X","PhD","Together","Partner","32892","1","0","2014-05-25 00:00:00","true","3","Low Income"
"100901","1970","44","Gen X","PhD","Married","Partner","67536","0","1","2013-05-22 00:00:00","true","3","Middle Income"
"100903","1975","39","Gen X","PhD","Divorced","Alone","60554","1","0","2013-09-08 00:00:00","true","2","Middle Income"
"100905","1962","52","Baby Boomer","PhD","Together","Partner","56067","0","1","2013-07-20 00:00:00","true","3","Middle Income"
"100909","1987","27","Millennial","PhD","Married","Partner","51563","0","0","2012-01-10 00:00:00","false","2","Middle Income"
"100914","1979","35","Gen X","PhD","Together","Partner","27922","1","0","2014-10-05 00:00:00","true","3","Low Income"
"100915","1976","38","Gen X","PhD","Together","Partner","52190","1","1","2014-08-05 00:00:00","true","4","Middle Income"
"100916","1973","41","Gen X","Master","Divorced","Alone","44051","1","1","2013-01-29 00:00:00","true","3","Middle Income"
"100917","1971","43","Gen X","PhD","Single","Alone","42767","2","0","2013-11-05 00:00:00","true","3","Middle Income"
"100918","1976","38","Gen X","Master","Together","Partner","46106","1","1","2014-11-05 00:00:00","true","4","Middle Income"
"100919","1976","38","Gen X","PhD","Married","Partner","16927","1","1","2013-10-02 00:00:00","true","4","Low Income"
"100923","1957","57","Baby Boomer","PhD","Divorced","Alone","54237","0","1","2013-04-27 00:00:00","true","2","Middle Income"
"100925","1962","52","Baby Boomer","PhD","Single","Alone","52597","0","1","2014-07-05 00:00:00","true","2","Middle Income"
"100926","1969","45","Gen X","Master","Together","Partner","41021","1","0","2012-12-30 00:00:00","true","3","Middle Income"
"100927","1975","39","Gen X","PhD","Married","Partner","40233","0","1","2013-10-14 00:00:00","true","3","Middle Income"
"100932","1974","40","Gen X","PhD","Married","Partner","34596","1","0","2013-04-13 00:00:00","true","3","Low Income"
"100935","1968","46","Gen X","PhD","Together","Partner","40706","2","1","2013-01-17 00:00:00","true","5","Middle Income"
"100938","1971","43","Gen X","Master","Together","Partner","80573","0","0","2012-10-14 00:00:00","false","2","High Income"
"100940","1959","55","Baby Boomer","Master","Together","Partner","82576","0","0","2012-01-08 00:00:00","false","2","High Income"
"100945","1979","35","Gen X","Master","Divorced","Alone","33462","1","0","2013-07-08 00:00:00","true","2","Low Income"
"100947","1974","40","Gen X","PhD","Married","Partner","65352","0","1","2013-08-21 00:00:00","true","3","Middle Income"
"100948","1978","36","Gen X","PhD","Married","Partner","82170","0","0","2013-11-25 00:00:00","false","2","High Income"
"100951","1956","58","Baby Boomer","PhD","Widow","Alone","35340","1","1","2014-06-29 00:00:00","true","3","Low Income"
"100954","1981","33","Millennial","Master","Together","Partner","42021","1","0","2012-08-31 00:00:00","true","3","Middle Income"
"100960","1956","58","Baby Boomer","PhD","Widow","Alone","78028","0","1","2012-10-09 00:00:00","true","2","Middle Income"
"100961","1987","27","Millennial","PhD","Single","Alone","95169","0","0","2013-09-10 00:00:00","false","1","High Income"
"100964","1954","60","Baby Boomer","PhD","Married","Partner","36930","0","1","2013-05-17 00:00:00","true","3","Low Income"
"100966","1953","61","Baby Boomer","Master","Married","Partner","65569","0","1","2012-05-11 00:00:00","true","3","Middle Income"
"100967","1963","51","Baby Boomer","PhD","Single","Alone","36736","1","1","2013-10-05 00:00:00","true","3","Low Income"
"100969","1976","38","Gen X","PhD","Together","Partner","49187","0","1","2014-11-01 00:00:00","true","3","Middle Income"
"100971","1968","46","Gen X","Master","Together","Partner","34053","0","1","2012-10-09 00:00:00","true","3","Low Income"
"100972","1971","43","Gen X","Master","Married","Partner","38196","1","1","2014-04-18 00:00:00","true","4","Low Income"
"100973","1951","63","Baby Boomer","Master","Married","Partner","59412","0","0","2014-04-19 00:00:00","false","2","Middle Income"
"100979","1974","40","Gen X","PhD","Together","Partner","28440","1","0","2013-07-07 00:00:00","true","3","Low Income"
"100980","1953","61","Baby Boomer","PhD","Together","Partner","64504","1","2","2013-04-03 00:00:00","true","5","Middle Income"
"100981","1966","48","Gen X","Master","Together","Partner","33564","0","1","2014-06-24 00:00:00","true","3","Low Income"
"100983","1967","47","Gen X","PhD","Married","Partner","56320","0","1","2013-08-04 00:00:00","true","3","Middle Income"
"100986","1958","56","Baby Boomer","PhD","Divorced","Alone","32173","0","1","2013-01-08 00:00:00","true","2","Low Income"
"100993","1958","56","Baby Boomer","PhD","Together","Partner","37334","1","1","2014-02-26 00:00:00","true","4","Low Income"
"100994","1972","42","Gen X","Master","Single","Alone","46423","1","1","2013-09-18 00:00:00","true","3","Middle Income"
"100995","1971","43","Gen X","PhD","Married","Partner","37126","1","0","2014-03-30 00:00:00","true","3","Low Income"
"101002","1965","49","Gen X","Master","Single","Alone","33168","0","1","2012-10-13 00:00:00","true","2","Low Income"
"101003","1966","48","Gen X","Master","Married","Partner","33585","0","1","2013-09-25 00:00:00","true","3","Low Income"
"101004","1960","54","Baby Boomer","PhD","Married","Partner","77037","0","1","2013-10-13 00:00:00","true","3","Middle Income"
"101007","1966","48","Gen X","PhD","Together","Partner","28764","1","1","2014-05-06 00:00:00","true","4","Low Income"
"101008","1949","65","Baby Boomer","PhD","Married","Partner","69098","0","0","2013-02-16 00:00:00","false","2","Middle Income"
"101010","1983","31","Millennial","Master","Married","Partner","27100","1","0","2013-05-04 00:00:00","true","3","Low Income"
"101013","1951","63","Baby Boomer","PhD","Married","Partner","53312","0","0","2013-09-08 00:00:00","false","2","Middle Income"
"101016","1949","65","Baby Boomer","Master","Married","Partner","62845","1","1","2012-01-10 00:00:00","true","4","Middle Income"
"101018","1987","27","Millennial","PhD","Single","Alone","42000","0","0","2013-10-01 00:00:00","false","1","Middle Income"
"101019","1973","41","Gen X","PhD","Divorced","Alone","35860","1","1","2014-05-19 00:00:00","true","3","Low Income"
"101020","1964","50","","PhD","Married","Partner","65526","0","1","2014-11-04 00:00:00","true","3","Middle Income"
"101031","1981","33","Millennial","PhD","Married","Partner","87171","0","0","2013-01-05 00:00:00","false","2","High Income"
"101033","1968","46","Gen X","Master","Single","Alone","50014","1","0","2014-01-22 00:00:00","true","2","Middle Income"
"101034","1978","36","Gen X","PhD","Married","Partner","41014","1","0","2013-04-22 00:00:00","true","3","Middle Income"
"101039","1970","44","Gen X","Master","Single","Alone","75345","0","0","2013-02-02 00:00:00","false","1","Middle Income"
"101042","1958","56","Baby Boomer","PhD","Together","Partner","84460","0","0","2013-04-01 00:00:00","false","2","High Income"
"101044","1958","56","Baby Boomer","PhD","Single","Alone","71691","0","0","2014-03-17 00:00:00","false","1","Middle Income"
"101045","1973","41","Gen X","PhD","Married","Partner","85844","0","0","2014-05-29 00:00:00","false","2","High Income"
"101046","1974","40","Gen X","PhD","Single","Alone","39190","1","0","2014-04-26 00:00:00","true","2","Low Income"
"101047","1965","49","Gen X","PhD","Married","Partner","57236","1","1","2014-12-03 00:00:00","true","4","Middle Income"
"101051","1982","32","Millennial","Master","Together","Partner","27590","1","0","2013-04-23 00:00:00","true","3","Low Income"
"101058","1960","54","Baby Boomer","PhD","Single","Alone","76045","0","0","2013-11-15 00:00:00","false","1","Middle Income"
"101059","1952","62","Baby Boomer","PhD","Married","Partner","50870","0","1","2014-06-19 00:00:00","true","3","Middle Income"
"101064","1973","41","Gen X","PhD","Single","Alone","54466","1","1","2014-09-02 00:00:00","true","3","Middle Income"
"101065","1984","30","Millennial","PhD","Single","Alone","16269","1","0","2013-08-30 00:00:00","true","2","Low Income"
"101067","1983","31","Millennial","PhD","Married","Partner","33569","1","0","2013-10-16 00:00:00","true","3","Low Income"
"101068","1983","31","Millennial","Master","Married","Partner","36262","0","0","2013-09-20 00:00:00","false","2","Low Income"
"101072","1979","35","Gen X","PhD","Married","Partner","31605","1","0","2012-11-22 00:00:00","true","3","Low Income"
"101073","1973","41","Gen X","Master","Divorced","Alone","52034","1","1","2013-05-17 00:00:00","true","3","Middle Income"
"101081","1951","63","Baby Boomer","Master","Married","Partner","67381","0","1","2013-01-15 00:00:00","true","3","Middle Income"
"101087","1968","46","Gen X","PhD","Married","Partner","36778","1","1","2012-05-08 00:00:00","true","4","Low Income"
"101088","1962","52","Baby Boomer","PhD","Divorced","Alone","85696","0","0","2013-03-05 00:00:00","false","1","High Income"
"101092","1962","52","Baby Boomer","PhD","Single","Alone","33419","0","1","2013-08-17 00:00:00","true","2","Low Income"
"101094","1974","40","Gen X","Master","Together","Partner","21255","1","0","2014-01-21 00:00:00","true","3","Low Income"
"101097","1954","60","Baby Boomer","PhD","Married","Partner","57744","0","1","2013-12-11 00:00:00","true","3","Middle Income"
"101099","1943","71","Silent Generation","PhD","Widow","Alone","57513","0","0","2013-06-07 00:00:00","false","1","Middle Income"
"101103","1960","54","Baby Boomer","Master","Married","Partner","54197","0","1","2014-03-04 00:00:00","true","3","Middle Income"
"101104","1963","51","Baby Boomer","PhD","Single","Alone","23091","1","1","2014-05-28 00:00:00","true","3","Low Income"
"101112","1974","40","Gen X","PhD","Married","Partner","40344","0","1","2013-10-13 00:00:00","true","3","Middle Income"
"101119","1990","24","Millennial","PhD","Married","Partner","74214","0","0","2012-08-26 00:00:00","false","2","Middle Income"
"101120","1957","57","Baby Boomer","Master","Married","Partner","66726","1","1","2014-12-01 00:00:00","true","4","Middle Income"
"101122","1960","54","Baby Boomer","Master","Married","Partner","47353","0","1","2013-11-13 00:00:00","true","3","Middle Income"
"101123","1952","62","Baby Boomer","Master","Married","Partner","33444","1","1","2012-03-11 00:00:00","true","4","Low Income"
"101126","1991","23","Millennial","Master","Single","Alone","90638","0","0","2014-02-13 00:00:00","false","1","High Income"
"101129","1961","53","Baby Boomer","PhD","Divorced","Alone","54959","0","1","2013-01-19 00:00:00","true","2","Middle Income"
"101134","1952","62","Baby Boomer","PhD","Single","Alone","62000","0","1","2013-08-25 00:00:00","true","2","Middle Income"
"101135","1962","52","Baby Boomer","PhD","Together","Partner","31497","0","1","2012-06-12 00:00:00","true","3","Low Income"
"101137","1970","44","Gen X","Master","Divorced","Alone","78579","0","0","2012-12-22 00:00:00","false","1","Middle Income"
"101138","1969","45","Gen X","Master","Widow","Alone","67369","0","1","2012-11-17 00:00:00","true","2","Middle Income"
"101141","1969","45","Gen X","Master","Married","Partner","43641","1","1","2013-04-22 00:00:00","true","4","Middle Income"
"101142","1969","45","Gen X","Master","Married","Partner","70091","1","0","2013-03-31 00:00:00","true","3","Middle Income"
"101143","1972","42","Gen X","PhD","Married","Partner","78075","0","0","2014-05-04 00:00:00","false","2","Middle Income"
"101147","1958","56","Baby Boomer","Master","Married","Partner","51412","0","1","2013-12-31 00:00:00","true","3","Middle Income"
"101148","1957","57","Baby Boomer","Master","Together","Partner","66636","0","0","2013-08-17 00:00:00","false","2","Middle Income"
"101149","1956","58","Baby Boomer","Master","Married","Partner","50965","0","1","2013-02-20 00:00:00","true","3","Middle Income"
"101151","1957","57","Baby Boomer","PhD","Together","Partner","40451","0","2","2014-02-16 00:00:00","true","4","Middle Income"
"101160","1963","51","Baby Boomer","PhD","Together","Partner","33629","1","1","2012-08-08 00:00:00","true","4","Low Income"
"101166","1958","56","Baby Boomer","PhD","Widow","Alone","33438","1","1","2013-09-22 00:00:00","true","3","Low Income"
"101167","1959","55","Baby Boomer","PhD","Married","Partner","75032","0","1","2013-04-28 00:00:00","true","3","Middle Income"
"101168","1955","59","Baby Boomer","PhD","Single","Alone","61284","0","0","2013-12-10 00:00:00","false","1","Middle Income"
"101170","1975","39","Gen X","Master","Married","Partner","54730","0","1","2013-08-15 00:00:00","true","3","Middle Income"
"101171","1955","59","Baby Boomer","Master","Married","Partner","38452","1","1","2014-03-30 00:00:00","true","4","Low Income"
"101173","1986","28","Millennial","PhD","Together","Partner","38197","1","0","2013-06-29 00:00:00","true","3","Low Income"
"101176","1976","38","Gen X","PhD","Together","Partner","37395","1","0","2014-02-05 00:00:00","true","3","Low Income"
"101178","1956","58","Baby Boomer","Master","Together","Partner","55249","0","1","2014-04-17 00:00:00","true","3","Middle Income"
"101182","1967","47","Gen X","PhD","Married","Partner","59062","2","1","2013-03-10 00:00:00","true","5","Middle Income"
"101184","1947","67","Baby Boomer","Master","Together","Partner","66000","0","0","2014-04-20 00:00:00","false","2","Middle Income"
"101185","1978","36","Gen X","PhD","Together","Partner","27683","1","0","2012-04-08 00:00:00","true","3","Low Income"
"101189","1973","41","Gen X","PhD","Together","Partner","20427","1","0","2014-03-24 00:00:00","true","3","Low Income"
"101191","1965","49","Gen X","PhD","Married","Partner","69969","0","0","2013-08-27 00:00:00","false","2","Middle Income"
"101193","1967","47","Gen X","PhD","Married","Partner","77766","0","1","2013-02-22 00:00:00","true","3","Middle Income"
"101195","1970","44","Gen X","PhD","Married","Partner","55158","1","1","2012-07-30 00:00:00","true","4","Middle Income"
"101200","1983","31","Millennial","PhD","Divorced","Alone","90687","0","0","2013-05-22 00:00:00","false","1","High Income"
"101201","1982","32","Millennial","Master","Together","Partner","73450","0","0","2013-05-12 00:00:00","false","2","Middle Income"
"101204","1963","51","Baby Boomer","PhD","Married","Partner","53378","1","1","2012-09-24 00:00:00","true","4","Middle Income"
"101206","1948","66","Baby Boomer","PhD","Married","Partner","45579","0","1","2013-08-20 00:00:00","true","3","Middle Income"
"101209","1963","51","Baby Boomer","Master","Single","Alone","64191","0","1","2013-01-22 00:00:00","true","2","Middle Income"
"101211","1966","48","Gen X","Master","Married","Partner","57183","1","1","2013-03-19 00:00:00","true","4","Middle Income"
"101212","1968","46","Gen X","Master","Divorced","Alone","23748","1","0","2012-11-21 00:00:00","true","2","Low Income"
"101214","1975","39","Gen X","Master","Married","Partner","37368","1","0","2013-12-16 00:00:00","true","3","Low Income"
"101220","1957","57","Baby Boomer","PhD","Married","Partner","37633","1","1","2012-09-20 00:00:00","true","4","Low Income"
"101221","1951","63","Baby Boomer","Master","Together","Partner","39767","0","0","2013-07-21 00:00:00","false","2","Low Income"
"101224","1972","42","Gen X","PhD","Married","Partner","57091","0","1","2012-11-23 00:00:00","true","3","Middle Income"
"101226","1972","42","Gen X","Master","Married","Partner","83151","0","0","2013-10-02 00:00:00","false","2","High Income"
"101230","1977","37","Gen X","PhD","Single","Alone","42997","1","1","2013-07-12 00:00:00","true","3","Middle Income"
"101231","1963","51","Baby Boomer","PhD","Single","Alone","48918","1","1","2014-12-04 00:00:00","true","3","Middle Income"
"101232","1954","60","Baby Boomer","Master","Together","Partner","60033","0","1","2014-03-29 00:00:00","true","3","Middle Income"
"101233","1978","36","Gen X","PhD","Together","Partner","34043","1","0","2013-10-25 00:00:00","true","3","Low Income"
"101237","1971","43","Gen X","Master","Together","Partner","157733","1","0","2013-04-06 00:00:00","true","3","High Income"
"101243","1965","49","Gen X","PhD","Married","Partner","81051","0","0","2014-05-23 00:00:00","false","2","High Income"
"101246","1960","54","Baby Boomer","PhD","Married","Partner","65695","0","1","2014-01-31 00:00:00","true","3","Middle Income"
"101247","1956","58","Baby Boomer","Master","Single","Alone","64857","0","0","2012-11-23 00:00:00","false","1","Middle Income"
"101248","1965","49","Gen X","Master","Together","Partner","45143","0","1","2013-08-26 00:00:00","true","3","Middle Income"
"101251","1962","52","Baby Boomer","PhD","Single","Alone","27238","1","1","2013-04-20 00:00:00","true","3","Low Income"
"101255","1960","54","Baby Boomer","Master","Married","Partner","81843","0","0","2013-04-22 00:00:00","false","2","High Income"
"101256","1958","56","Baby Boomer","Master","Together","Partner","46692","0","1","2013-06-06 00:00:00","true","3","Middle Income"
"101260","1962","52","Baby Boomer","Master","Married","Partner","72828","0","1","2013-02-14 00:00:00","true","3","Middle Income"
"101262","1975","39","Gen X","PhD","Married","Partner","45503","1","0","2013-09-25 00:00:00","true","3","Middle Income"
"101263","1982","32","Millennial","Master","Single","Alone","6560","0","0","2013-12-12 00:00:00","false","1","Low Income"
"101264","1945","69","","PhD","Together","Partner","71604","0","0","2013-11-17 00:00:00","false","2","Middle Income"
